9gram,count
阿斯利康的新冠疫苗,9
新增起冠病确诊病例,9
中央流行疫情指挥中,8
央流行疫情指挥中心,8
卫生福利部长陈时中,6
菲律宾总统杜特尔特,4
接种阿斯利康的新冠,4
种阿斯利康的新冠疫,4
伯克希尔哈撒韦公司,4
苏伊士运河管理局主,4
伊士运河管理局主席,4
埃及苏伊士运河管理,4
及苏伊士运河管理局,4
中国外交部发言人赵,4
国外交部发言人赵立,4
外交部发言人赵立坚,4
单日新增病例超过起,4
台湾中央流行疫情指,4
湾中央流行疫情指挥,4
流行疫情指挥中心指,4
行疫情指挥中心指挥,4
疫情指挥中心指挥官,4
实现温室气体净零排,3
现温室气体净零排放,3
温室气体净零排放的,3
是指利用分布在太空,3
指利用分布在太空的,3
利用分布在太空的光,3
用分布在太空的光伏,3
分布在太空的光伏电,3
布在太空的光伏电池,3
在太空的光伏电池板,3
太空的光伏电池板来,3
空的光伏电池板来发,3
的光伏电池板来发电,3
并通过微波向地面传,3
通过微波向地面传输,3
过微波向地面传输电,3
微波向地面传输电力,3
波向地面传输电力的,3
向地面传输电力的技,3
地面传输电力的技术,3
京都大学教授松本纮,3
都大学教授松本纮从,3
大学教授松本纮从年,3
学教授松本纮从年代,3
教授松本纮从年代就,3
授松本纮从年代就开,3
松本纮从年代就开始,3
本纮从年代就开始了,3
纮从年代就开始了相,3
从年代就开始了相关,3
年代就开始了相关研,3
代就开始了相关研究,3
他的学生筱原真毅成,3
的学生筱原真毅成功,3
学生筱原真毅成功利,3
生筱原真毅成功利用,3
筱原真毅成功利用微,3
原真毅成功利用微波,3
真毅成功利用微波炉,3
毅成功利用微波炉改,3
成功利用微波炉改进,3
功利用微波炉改进的,3
利用微波炉改进的设,3
用微波炉改进的设备,3
微波炉改进的设备让,3
波炉改进的设备让电,3
炉改进的设备让电视,3
改进的设备让电视屏,3
进的设备让电视屏幕,3
的设备让电视屏幕亮,3
设备让电视屏幕亮起,3
消息人士的话报道称,3
发往美国的海上集装,3
往美国的海上集装箱,3
中国互联网是开放的,3
名消息人士的话报道,3
美国国立卫生研究院,3
下的伯克希尔哈撒韦,3
的伯克希尔哈撒韦公,3
运输安全调查委员会,3
首次申请失业救济人,3
次申请失业救济人数,3
申请失业救济人数降,3
请失业救济人数降至,3
本地新增起冠病确诊,3
地新增起冠病确诊病,3
任天堂财年合并净利,3
天堂财年合并净利润,3
完成冠病疫苗接种的,3
抗疫跨部门工作小组,3
樟宜机场第三搭客大,3
宜机场第三搭客大厦,3
比特币挖矿和交易行,3
特币挖矿和交易行为,3
天宣布新增起本土病,3
宣布新增起本土病例,3
日本电子零部件厂商,3
马来西亚国家冠病免,3
来西亚国家冠病免疫,3
西亚国家冠病免疫计,3
亚国家冠病免疫计划,3
医生会让儿童佩戴一,2
