7gram,count
约合人民币万元,16
起冠病确诊病例,12
苏伊士运河管理,11
伊士运河管理局,11
苏伊士运河搁浅,10
阿斯利康的新冠,9
斯利康的新冠疫,9
利康的新冠疫苗,9
阿斯利康新冠疫,9
斯利康新冠疫苗,9
欧洲药品管理局,8
中国外交部发言,8
国外交部发言人,8
在苏伊士运河搁,8
新增起冠病确诊,7
增起冠病确诊病,7
中央流行疫情指,7
央流行疫情指挥,7
流行疫情指挥中,7
行疫情指挥中心,7
半导体制造设备,6
卫生福利部长陈,6
生福利部长陈时,6
福利部长陈时中,6
德国总理默克尔,5
全球半导体短缺,5
日本厚生劳动省,5
台湾总统蔡英文,5
阿斯利康疫苗的,5
以来的最低水平,5
伯克希尔哈撒韦,5
克希尔哈撒韦公,5
埃及苏伊士运河,5
指挥中心指挥官,5
美国国债收益率,4
菲律宾总统杜特,4
特殊目的收购公,4
殊目的收购公司,4
阿斯利康冠病疫,4
斯利康冠病疫苗,4
二手半导体设备,4
接种阿斯利康的,4
种阿斯利康的新,4
福岛第一核电站,4
以来的最高水平,4
电动汽车制造商,4
马来西亚冠病疫,4
来西亚冠病疫情,4
实施行动管制令,4
行政院长苏贞昌,4
希尔哈撒韦公司,4
士运河管理局主,4
运河管理局主席,4
及苏伊士运河管,4
国家安全理事会,4
牛津阿斯利康疫,4
津阿斯利康疫苗,4
国际原子能机构,4
外交部发言人赵,4
交部发言人赵立,4
部发言人赵立坚,4
净利润为亿美元,4
疫情指挥中心指,4
情指挥中心指挥,4
新增起本土病例,4
价格约合人民币,3
跃居全球份额首,3
居全球份额首位,3
级自动驾驶功能,3
据知情人士透露,3
官房长官加藤胜,3
房长官加藤胜信,3
亚洲发往美国的,3
纤维素纳米纤维,3
调查的经济学家,3
半导体设备厂商,3
实现温室气体净,3
现温室气体净零,3
温室气体净零排,3
室气体净零排放,3
在半导体代工领,3
半导体代工领域,3
养殖蓝鳍金枪鱼,3
东日本大地震的,3
消息人士的话报,3
息人士的话报道,3
人士的话报道称,3
接种了新冠疫苗,3
律宾总统杜特尔,3
宾总统杜特尔特,3
年将投资亿美元,3
日本经济新闻在,3
在材料和制造设,3
材料和制造设备,3
本厚生劳动省的,3
首款级自动驾驶,3
级自动驾驶汽车,3
纳斯达克综合指,3
斯达克综合指数,3
美联储主席鲍威,3
联储主席鲍威尔,3
持续紧张的背景,3
在疫苗接种方面,3
中国金融科技巨,3
国金融科技巨头,3
接种阿斯利康疫,3
种阿斯利康疫苗,3
阿斯利康疫苗后,3
发往美国的海上,3
往美国的海上集,3
美国的海上集装,3
国的海上集装箱,3
接种新冠疫苗后,3
卫生总监诺希山,3
冠病疫苗接种工,3
病疫苗接种工作,3
中国互联网是开,3
国互联网是开放,3
互联网是开放的,3
传统汽车制造商,3
越来越多的国家,3
首席执行官表示,3
堵塞苏伊士运河,3
收购原日立旗下,3
冠病疫苗接种计,3
病疫苗接种计划,3
申请失业救济人,3
请失业救济人数,3
印度血清研究所,3
纯电动汽车业务,3
下的伯克希尔哈,3
的伯克希尔哈撒,3
部长陈时中昨天,3
游客摩肩接踵的,3
的阿斯利康疫苗,3
两剂冠病疫苗的,3
和传染病研究所,3
开发的新冠疫苗,3
运输安全调查委,3
输安全调查委员,3
安全调查委员会,3
日新增病例连续,3
新增起冠病病例,3
处理水排入海洋,3
新冠疫苗接种者,3
万起冠病确诊病,3
福岛核处理水排,3
煤炭火力发电站,3
小型纯电动汽车,3
较上年同期增长,3
第三波冠病疫情,3
价格涨至年来高,3
次紧急事态宣言,3
年以来的最低水,3
任天堂财年合并,3
天堂财年合并净,3
堂财年合并净利,3
财年合并净利润,3
季净利润为亿美,3
昨天的新增确诊,3
的新增确诊病例,3
单日新增病例超,3
日新增病例超过,3
新增病例超过起,3
全球经济增长的,3
净利润同比增长,3
樟宜机场第三搭,3
宜机场第三搭客,3
机场第三搭客大,3
场第三搭客大厦,3
台湾中央流行疫,3
湾中央流行疫情,3
国际直线对撞机,3
加拉帕戈斯群岛,3
天宣布新增起本,3
宣布新增起本土,3
布新增起本土病,3
上周每天的病例,3
周每天的病例数,3
家庭每月万日元,3
中国风电企业向,2
国风电企业向海,2
风电企业向海外,2
电企业向海外发,2
企业向海外发起,2
业向海外发起攻,2
向海外发起攻势,2
中国风力发电机,2
国风力发电机企,2
风力发电机企业,2
力发电机企业金,2
发电机企业金风,2
电机企业金风科,2
机企业金风科技,2
企业金风科技曾,2
业金风科技曾在,2
金风科技曾在年,2
风科技曾在年跃,2
科技曾在年跃居,2
技曾在年跃居全,2
曾在年跃居全球,2
在年跃居全球份,2
年跃居全球份额,2
但之后被欧洲企,2
之后被欧洲企业,2
后被欧洲企业超,2
被欧洲企业超越,2
该公司正凭借价,2
公司正凭借价格,2
司正凭借价格竞,2
正凭借价格竞争,2
凭借价格竞争力,2
借价格竞争力在,2
价格竞争力在中,2
格竞争力在中亚,2
竞争力在中亚等,2
争力在中亚等地,2
力在中亚等地区,2
在中亚等地区获,2
中亚等地区获得,2
亚等地区获得订,2
等地区获得订单,2
中国企业在风电,2
国企业在风电领,2
企业在风电领域,2
业在风电领域也,2
在风电领域也可,2
风电领域也可能,2
电领域也可能会,2
领域也可能会像,2
域也可能会像光,2
也可能会像光伏,2
可能会像光伏面,2
能会像光伏面板,2
会像光伏面板那,2
像光伏面板那样,2
光伏面板那样席,2
伏面板那样席卷,2
面板那样席卷市,2
板那样席卷市场,2
疫苗的临床试验,2
达到创纪录的人,2
到创纪录的人民,2
创纪录的人民币,2
纪录的人民币亿,2
录的人民币亿元,2
日本前外务次官,2
疫苗宣布成功率,2
新增人感染新冠,2
内阁官房长官加,2
阁官房长官加藤,2
最大进口国中国,2
从未像现在这样,2
鱼约合人民币元,2
母公司字节跳动,2
生产的新冠疫苗,2
新冠疫情的影响,2
因感染新冠病毒,2
查的经济学家预,2
该公司计划在未,2
公司计划在未来,2
台湾增产半导体,2
特定国家和地区,2
台积电商讨再涨,2
积电商讨再涨价,2
由于全球半导体,2
于全球半导体短,2
台积电等正在商,2
积电等正在商讨,2
电等正在商讨最,2
等正在商讨最多,2
正在商讨最多提,2
在商讨最多提价,2
主要是车载半导,2
要是车载半导体,2
自年秋季起在局,2
年秋季起在局部,2
秋季起在局部实,2
季起在局部实施,2
起在局部实施了,2
在局部实施了涨,2
局部实施了涨价,2
但将再次要求涨,2
将再次要求涨价,2
短期间内持续涨,2
期间内持续涨价,2
体现出定价权从,2
现出定价权从汽,2
出定价权从汽车,2
定价权从汽车厂,2
价权从汽车厂商,2
权从汽车厂商到,2
从汽车厂商到半,2
汽车厂商到半导,2
车厂商到半导体,2
厂商到半导体厂,2
商到半导体厂商,2
到半导体厂商的,2
半导体厂商的转,2
导体厂商的转移,2
制作所财年净利,2
作所财年净利润,2
气体净零排放的,2
间隔多久最有效,2
在发展中国家的,2
这些知情人士说,2
日本零碳终极武,2
本零碳终极武器,2
是指利用分布在,2
指利用分布在太,2
利用分布在太空,2
用分布在太空的,2
分布在太空的光,2
布在太空的光伏,2
在太空的光伏电,2
太空的光伏电池,2
空的光伏电池板,2
的光伏电池板来,2
光伏电池板来发,2
伏电池板来发电,2
并通过微波向地,2
通过微波向地面,2
过微波向地面传,2
微波向地面传输,2
波向地面传输电,2
向地面传输电力,2
地面传输电力的,2
面传输电力的技,2
传输电力的技术,2
京都大学教授松,2
都大学教授松本,2
大学教授松本纮,2
学教授松本纮从,2
教授松本纮从年,2
授松本纮从年代,2
松本纮从年代就,2
本纮从年代就开,2
纮从年代就开始,2
从年代就开始了,2
年代就开始了相,2
代就开始了相关,2
就开始了相关研,2
开始了相关研究,2
他的学生筱原真,2
的学生筱原真毅,2
学生筱原真毅成,2
生筱原真毅成功,2
筱原真毅成功利,2
原真毅成功利用,2
真毅成功利用微,2
毅成功利用微波,2
成功利用微波炉,2
功利用微波炉改,2
利用微波炉改进,2
用微波炉改进的,2
微波炉改进的设,2
波炉改进的设备,2
炉改进的设备让,2
改进的设备让电,2
进的设备让电视,2
的设备让电视屏,2
设备让电视屏幕,2
备让电视屏幕亮,2
让电视屏幕亮起,2
美国联合大陆表,2
国联合大陆表示,2
达到每盎司美元,2
与新冠病毒战斗,2
新冠病毒战斗的,2
冠病毒战斗的基,2
病毒战斗的基因,2
在推特上发布了,2
韩国零部件占比,2
国零部件占比提,2
零部件占比提升,2
拆解后推算的成,2
解后推算的成本,2
后推算的成本价,2
推算的成本价为,2
算的成本价为美,2
的成本价为美元,2
按价格计算韩企,2
价格计算韩企零,2
格计算韩企零部,2
计算韩企零部件,2
算韩企零部件占,2
全面采用价格较,2
面采用价格较高,2
采用价格较高的,2
用价格较高的屏,2
韩企的供货增加,2
售价约合人民币,2
希望工作更长时,2
望工作更长时间,2
工作更长时间的,2
成为全球最大的,2
死于新冠病毒的,2
在东日本大地震,2
这则视频回顾了,2
会有怎样的影响,2
设置自动驾驶汽,2
置自动驾驶汽车,2
至历史最高水平,2
特斯拉马斯克发,2
遭受严重打击的,2
万剂阿斯利康疫,2
剂阿斯利康疫苗,2
在一份声明中说,2
打破产品制造的,2
破产品制造的局,2
产品制造的局限,2
的记者会上这样,2
记者会上这样说,2
两周来的最高水,2
周来的最高水平,2
在秋刀鱼洄游到,2
近海专属经济区,2
海专属经济区之,2
专属经济区之前,2
中国大陆和台湾,2
国大陆和台湾就,2
