6gram,count
阿斯利康疫苗,22
在苏伊士运河,14
约合人民币万,12
合人民币万元,12
约合人民币元,11
苏伊士运河搁,10
伊士运河搁浅,10
苏伊士运河管,10
伊士运河管理,10
士运河管理局,10
接种阿斯利康,8
自动驾驶汽车,7
来的最高水平,7
冠病确诊病例,7
阿斯利康的新,7
斯利康的新冠,7
利康的新冠疫,7
康的新冠疫苗,7
阿斯利康新冠,7
斯利康新冠疫,7
利康新冠疫苗,7
欧洲药品管理,7
洲药品管理局,7
疫苗接种计划,7
知情人士透露,6
冠病疫苗接种,6
知情人士表示,5
东日本大地震,5
接种疫苗的人,5
新冠疫苗接种,5
疫苗接种工作,5
起冠病确诊病,5
埃及苏伊士运,5
及苏伊士运河,5
一周热点回顾,4
全球份额首位,4
德国总理默克,4
国总理默克尔,4
新冠疫情爆发,4
中欧投资协定,4
太空光伏发电,4
新冠疫情期间,4
美国国债收益,4
国国债收益率,4
特殊目的收购,4
殊目的收购公,4
目的收购公司,4
接种冠病疫苗,4
阿斯利康冠病,4
斯利康冠病疫,4
利康冠病疫苗,4
中国海洋石油,4
新增感染人数,4
日本厚生劳动,4
本厚生劳动省,4
以来的最高水,4
个国家和地区,4
斯利康疫苗的,4
新增起冠病确,4
增起冠病确诊,4
半导体制造设,4
导体制造设备,4
行政院长苏贞,4
政院长苏贞昌,4
应用材料公司,4
运河管理局主,4
河管理局主席,4
俄罗斯和中国,4
人民币兑美元,3
感染新冠病毒,3
价格约合人民,3
格约合人民币,3
跃居全球份额,3
居全球份额首,3
级自动驾驶功,3
自动驾驶功能,3
世界最大规模,3
新冠肺炎疫情,3
年的新冠疫情,3
全球半导体短,3
球半导体短缺,3
发展中国家的,3
美国联合大陆,3
美国总统拜登,3
日本经济新闻,3
在一份声明中,3
厚生劳动省的,3
首款级自动驾,3
款级自动驾驶,3
级自动驾驶汽,3
台湾总统蔡英,3
湾总统蔡英文,3
图像传感器的,3
债收益率飙升,3
美联储主席鲍,3
联储主席鲍威,3
储主席鲍威尔,3
种阿斯利康的,3
自去年月以来,3
持续紧张的背,3
续紧张的背景,3
在社交媒体上,3
新冠疫情大流,3
冠疫情大流行,3
疫情大流行的,3
情大流行的教,3
大流行的教訓,3
福岛第一核电,3
岛第一核电站,3
接种新冠疫苗,3
一些经济学家,3
电动汽车市场,3
种阿斯利康疫,3
斯利康疫苗后,3
病疫苗接种工,3
中国互联网是,3
国互联网是开,3
互联网是开放,3
联网是开放的,3
施打阿斯利康,3
接种该款疫苗,3
巨型集装箱船,3
收购原日立旗,3
购原日立旗下,3
国监管部门的,3
苏伊士运河的,3
菲律宾国防部,3
游客摩肩接踵,3
客摩肩接踵的,3
日立制作所将,3
美国亚特兰大,3
剂冠病疫苗的,3
运输安全调查,3
输安全调查委,3
安全调查委员,3
全调查委员会,3
就有一人死亡,3
牛津阿斯利康,3
津阿斯利康疫,3
闽南通厦门卫,2
南通厦门卫视,2
今年第一季度,2
解释了为什么,2
还可能有助于,2
曼哈顿唐人街,2
公布这一消息,2
销量达到万台,2
中国风电企业,2
国风电企业向,2
风电企业向海,2
电企业向海外,2
企业向海外发,2
业向海外发起,2
向海外发起攻,2
海外发起攻势,2
中国风力发电,2
国风力发电机,2
风力发电机企,2
力发电机企业,2
发电机企业金,2
电机企业金风,2
机企业金风科,2
企业金风科技,2
业金风科技曾,2
金风科技曾在,2
风科技曾在年,2
科技曾在年跃,2
技曾在年跃居,2
曾在年跃居全,2
在年跃居全球,2
年跃居全球份,2
但之后被欧洲,2
之后被欧洲企,2
后被欧洲企业,2
被欧洲企业超,2
欧洲企业超越,2
