"10gram","number of tweets","count"
"民党总统候选人侯友宜","15","15"
"国民党总统候选人侯友","15","15"
"民众党总统候选人柯文","13","13"
"众党总统候选人柯文哲","13","13"
"野的国民党总统候选人","7","7"
"纳斯达克综合指数上涨","7","7"
"的国民党总统候选人侯","7","7"
"湾在野的国民党总统候","7","7"
"在野的国民党总统候选","7","7"
"台湾在野的国民党总统","7","7"
"进党总统候选人赖清德","6","6"
"神舟十七号航天员乘组","6","6"
"民进党总统候选人赖清","6","6"
"菲律宾总统小马可斯说","5","5"
"特斯拉首席执行官马斯","5","5"
"斯拉首席执行官马斯克","5","5"
"党总统候选人柯文哲说","5","5"
"党副总统候选人赵少康","5","5"
"野的国民党副总统候选","4","4"
"美联储主席鲍威尔周三","4","4"
"美国科技巨头苹果公司","4","4"
"美国国家运输安全委员","4","4"
"美国华尔街股市主要股","4","4"
"的国民党副总统候选人","4","4"
"湾在野的国民党副总统","4","4"
"消费电子产品巨头小米","4","4"
"民党副总统候选人赵少","4","4"
"巴勒斯坦激进组织哈马","4","4"
"尔街股市主要股指期货","4","4"
"在野的国民党副总统候","4","4"
"国消费电子产品巨头小","4","4"
"国民党副总统候选人赵","4","4"
"国国家运输安全委员会","4","4"
"国国家主席习近平星期","4","4"
"国华尔街股市主要股指","4","4"
"台湾在野的国民党副总","4","4"
"华尔街股市主要股指期","4","4"
"勒斯坦激进组织哈马斯","4","4"
"中国消费电子产品巨头","4","4"
"中国外交部长王毅在与","4","4"
"中国国家主席习近平星","4","4"
"驻美国大使罗慕尔德兹","3","3"
"食安全部长拿督斯里莫","3","3"
"长拿督斯里莫哈末沙布","3","3"
"部长拿督斯里莫哈末沙","3","3"
"部石川县能登半岛地震","3","3"
"跳动在六个月内剥离旗","3","3"
"要求中国互联网巨头字","3","3"
"菲律宾驻美国大使罗慕","3","3"
"菲律宾总统小马可斯称","3","3"
"荷兰光刻机巨头阿斯麦","3","3"
"苹果公司提起反垄断诉","3","3"
"节跳动旗下短视频应用","3","3"
"节跳动在六个月内剥离","3","3"
"能登半岛地震死亡人数","3","3"
"联网巨头字节跳动在六","3","3"
"联合国秘书长古特雷斯","3","3"
"美联储主席鲍威尔表示","3","3"
"美国食品与药物管理局","3","3"
"美国财政部长耶伦星期","3","3"
"美国芯片制造商英伟达","3","3"
"美国国家安全顾问沙利","3","3"
"网巨头字节跳动在六个","3","3"
"粮食安全部长拿督斯里","3","3"
"科技股集中的纳斯达克","3","3"
"石川县能登半岛地震死","3","3"
"的领土主权和海洋权益","3","3"
"的民众党总统候选人柯","3","3"
"湾民进党总统候选人赖","3","3"
"求中国互联网巨头字节","3","3"
"民代表大会常务委员会","3","3"
"果公司提起反垄断诉讼","3","3"
"枚中国大陆探空气球星","3","3"
"本中部石川县能登半岛","3","3"
"月内剥离旗下短视频平","3","3"
"日本中部石川县能登半","3","3"
"拿督斯里莫哈末沙布说","3","3"
"总理兼财政部长黄循财","3","3"
"律宾驻美国大使罗慕尔","3","3"
"巨头字节跳动在六个月","3","3"
"川县能登半岛地震死亡","3","3"
"对美国科技巨头苹果公","3","3"
"宾驻美国大使罗慕尔德","3","3"
"安全部长拿督斯里莫哈","3","3"
"字节跳动旗下短视频应","3","3"
"字节跳动在六个月内剥","3","3"
"头字节跳动在六个月内","3","3"
"在六个月内剥离旗下短","3","3"
"國國家主席習近平夫人","3","3"
"国字节跳动旗下短视频","3","3"
"国国家安全顾问沙利文","3","3"
"国人民代表大会常务委","3","3"
"国互联网巨头字节跳动","3","3"
"否则它将在美国面临禁","3","3"
"台湾积体电路制造公司","3","3"
"台湾民进党总统候选人","3","3"
"台湾中央灾害应变中心","3","3"
"及粮食安全部长拿督斯","3","3"
"县能登半岛地震死亡人","3","3"
"动在六个月内剥离旗下","3","3"
"副总理兼财政部长黄循","3","3"
"则它将在美国面临禁令","3","3"
"农业及粮食安全部长拿","3","3"
"内剥离旗下短视频平台","3","3"
"六个月内剥离旗下短视","3","3"
"全部长拿督斯里莫哈末","3","3"
"全国人民代表大会常务","3","3"
"今日其他重点财经新闻","3","3"
"人民代表大会常务委员","3","3"
"互联网巨头字节跳动在","3","3"
"中部石川县能登半岛地","3","3"
"中國國家主席習近平夫","3","3"
"中國國家主席習近平在","3","3"
"中国饮料巨头农夫山泉","3","3"
"中国电动车巨头比亚迪","3","3"
"中国字节跳动旗下短视","3","3"
"中国大陆探空气球星期","3","3"
"中国互联网巨头字节跳","3","3"
"个月内剥离旗下短视频","3","3"
"业及粮食安全部长拿督","3","3"
"對匈牙利進行國事訪問","2","3"
"国人民代表大会代表职","2","3"
"全国人民代表大会代表","2","3"
"人民代表大会代表职务","2","3"
"黔東南苗族侗族自治州","2","2"
"黄金价格首次突破每盎","2","2"
"麻辣烫推动天水大发展","2","2"
"鲜最高领导人金正恩的","2","2"
"高含量的致癌化学物质","2","2"
"马逊创始人兼执行主席","2","2"
"香港特區政府入境事務","2","2"
"香港旅游业界提议未来","2","2"
"首都曼谷空气污染严重","2","2"
"首轮排海作业开启以来","2","2"
"首次成为中国最畅销智","2","2"
"飞行途中发生部分机体","2","2"
"飞机制造商空中客车公","2","2"
"飛往日本和中國的航線","2","2"
"额和盈利都超出了华尔","2","2"
"领导人金正恩的女儿金","2","2"
"预期的看法均出现了恶","2","2"
"音乐厅发生致命枪击事","2","2"
"革命卫队指挥官苏莱曼","2","2"
"非物质文化遗产代表作","2","2"
"青海省玉树藏族自治州","2","2"
"青海省海西蒙古族藏族","2","2"
"青海省果洛藏族自治州","2","2"
"需要等待比之前预期更","2","2"
"電為目標的新興企業籌","2","2"
"電力福島第一核電站處","2","2"
"集团行政总裁黄碧娟去","2","2"
"集团董事长兼首席执行","2","2"
"集中的纳斯达克综合指","2","2"
"際金額在國際上也很低","2","2"
"陸的四川省成都市和重","2","2"
"除以普通勞動者工資中","2","2"
"院中共问题特设委员会","2","2"
"陝西省漢中市佛坪縣的","2","2"
"阿里巴巴联合创始人马","2","2"
"阿里巴巴旗下在线零售","2","2"
"阿拉斯加航空公司一架","2","2"
"门胡塞武装发言人萨雷","2","2"
"门海域因躲避追缉而翻","2","2"
"關人士設想的發電時間","2","2"
"開設了在中國大陸的第","2","2"
"開發和運用不可或缺的","2","2"
"開始實施大規模貨幣寬","2","2"
"长王明钜研判酱料可能","2","2"
"银行集团行政总裁黄碧","2","2"
"银行等指控的刑事案件","2","2"
"钜研判酱料可能有问题","2","2"
"针对菲律宾总统小马可","2","2"
"针对中国科技巨企华为","2","2"
"銷售以及生産日本培育","2","2"
"金门海域因躲避追缉而","2","2"
"金价格首次突破每盎司","2","2"
