"2021-10-18","1449946088450846722","FTChinese","RT @FTChinese: #付费精选 【苹果隐私政策的改变大幅拉高自身广告收入】苹果本财年可能从广告业务获得50亿美元，并在未来三年内每年获得200亿美元。https://t.co/YYPCJkhn8Z https://t.co/x4lyAah9Qe"
"2021-10-15","1448912418478837761","rijingzhongwen","RT @rijingzhongwen: 【IMF专家：中国有办法抑制恒大问题扩大】国际货币基金组织首席经济学家 吉塔·戈皮纳特：没必要担心（恒大问题成为第二个雷曼危机）。中国有防止危机蔓延到整个金融系统所需的政策手段和政策空间。世界经济的增长势头在减弱，但离经济停滞还很遥远………"
"2021-10-13","1448308951460679684","ChineseWSJ","RT @ChineseWSJ: IEA表示，无论立法机构是继续执行已经出台的政策措施，还是落实他们的最新承诺，气温上升幅度都将超过各国领导人在《巴黎气候协定》中承诺的限度，即把全球总体气温控制在高于前工业时代水平2摄氏度以内。
IMF还上调了对通胀的预期，并敦促政策制定者做好准备，以便在复苏势头强于预期或通胀风险变得明显时迅…"
"2021-10-09","1446721775576903682","FTChinese","RT @FTChinese: #付费精选【结束封锁：亚太能否与新冠病毒共存？】Delta变种病例激增迫使新西兰、新加坡等国领导人放弃清零政策。人们面临一个严峻现实：在自己的社区里与新冠病毒共存。https://t.co/IH2jB0x5LL https://t.co/dMEln…"
"2021-10-09","1446714898084360193","FTChinese","RT @FTChinese: #付费精选【我为什么看好投资中国股票？】克莱因托普：撼动中国股市的迅速而有针对性的监管改革并不少见，而紧随其后的往往是广泛有利的政策行动推动股价大幅反弹。https://t.co/xXAeVDLLbv https://t.co/sGtharQnTW"
"2021-10-07","1445984252848316419","zaobaosg","RT @zaobaosg: 随着德尔塔变种病毒的扩散和疫苗的普及，澳大利亚、新西兰等国相继放弃了病毒零容忍政策，但中国仍坚持要消灭病毒，且决心似乎变得更强。https://t.co/GR2enBFcCq"
"2021-10-07","1445983298426007554","nanyangpress","RT @nanyangpress: 能符合新条件的人可以轻松申请到加拿大、澳洲等国，未能符合新条件的人则估计会分流到菲律宾、泰国或大洋洲岛国，靠第二家园新政策来大马的外国人会锐减。https://t.co/X0Y8vm8Dbh https://t.co/aqvxskRZNE"
一家电视机制造商表示，因为限电政策，企业产能下降，交货期延长。为确保交付，供应商要开夜班或使用发电机进行生产。 https://t.co/wzcTXZsGbJ"
"2021-10-04","1444877457023115266","ChineseWSJ","RT @ChineseWSJ: 国际货币基金组织警告称，加密货币在新兴市场经济体中日益流行，对这些国家的政府实施有效的货币政策的能力构成挑战，同时也威胁到这些处于不同发展阶段的经济体的金融稳定。
"2021-10-01","1443830119273959426","zaobaosg","RT @zaobaosg: 美国贸易代表戴琪下周一将到华盛顿智库演说，揭开拜登政府的中国贸易政策。https://t.co/NLGWAnGM3n"
"2021-09-30","1443487465927413764","zaobaosg","RT @zaobaosg: 新加坡的人口问题极其复杂，且涉及社会和公共政策的方方面面，它潜伏着中长期危机，解决眼前困局的政策与长远的规划必须互相配合。《2021年人口简报》显示了人口危机摆在眼前，政府却须在许多两难的处境下步步为营，扩大经济蛋糕的同时，也必须降低任何社会成本和政…"
"2021-09-30","1443485772322000897","rijingzhongwen","RT @rijingzhongwen: 【岸田在外交上将沿袭安倍和菅义伟路线】岸田的派系岸田派（宏池会）过去一直主张稳健的安保政策，宏池会是作为外相致力于中日邦交正常化的前日本首相大平正芳的相关谱系。在10月G20峰会上岸田文雄将寻找举行日美首脑会谈的机会……https://t…"
"2021-09-29","1443108668845682690","ChineseWSJ","RT @ChineseWSJ: #股闻天下 投资者不要指望德国会全面放弃财政约束、对欧元区一体化产生可以改变局面的冲动或对俄罗斯或中国采取从根本上威胁德国工业利益的外交政策立场。默克尔退休后，德国选民的分歧可能会更大，但她以贸易为中心的政策方针将继续存在。https://t.c…"
此次“电荒”背后的三个可能原因：电力需求增长过快导致的供给相对不足，电煤价格上涨，以及受到“双控政策”影响。https://t.co/9n…"
"2021-09-27","1442324507922874370","nanyangpress","RT @nanyangpress: 【“51%”是在杀鹅取卵/ #许元龙】一场疫情，已严重打击经济的发展。政府计划推广更多亲商政策，但是这是亲商吗？还是明目张胆的盯上他人辛苦经营的财富？
"2021-09-20","1439864222553284612","dw_chinese","RT @dw_chinese: 帕奎奥和杜特尔特曾在今年中就南海议题发生争执。他在5月表示，他认为杜特尔特对南海问题“缺乏”立场，“令人沮丧”。杜特尔特之后受访时，批评帕奎奥的外交政策知识“浅薄”。https://t.co/6XMlMPrcix"
"2021-09-16","1438394363738931201","nanyangpress","RT @nanyangpress: 马来西亚维护华教联合会(维华联)表示，教育部前副部长张念群将华社反对政府在华淡小强制推行爪夷文政策的主因，归咎为华社情绪化反应，未免过于低估华社的智慧，同时严重误判华社对维护多元民族教育的诉求。https://t.co/gP3trOUzAE…"
"2021-09-14","1437680145716813828","rijingzhongwen","RT @rijingzhongwen: 【日经平均股指涨至31年来新高】日经平均股指14日收于30670.10点，在3周多时间里从8月20日的年初以来低点上涨了逾3500点。拉动股价走高的是对将于日本自民党总裁选举后确定的新首相政策的期待感。日本的新冠疫情趋于平稳也促使投资者心…"
"2021-09-14","1437678575260299268","nanyangpress","RT @nanyangpress: 为应对疫情肆虐，鼓励民众接种疫苗，泰国素林府塔敦县近日推出一项政策——民众可骑着大象接种疫苗。 https://t.co/TiI9H1XyMs https://t.co/GSzbtUZEi9"
】当前全球各行业正面临零部件供应短缺问题，多家跨国巨头面临减产；中国多地政府继续出台管控楼市政策，与信贷挂钩，或影响刚需购房者入市。https://t.co/…"
"2021-09-10","1436200997416693764","dw_chinese","RT @dw_chinese: ""德中密切的经济关系让人嘲讽为德国根本没有对中国的外交政策，只有汽车外交政策。""
"2021-09-10","1436363664542425090","ChineseWSJ","RT @ChineseWSJ: 欧洲央行行长拉加德示意，鉴于全球新冠疫情再次抬头、中美经济显现放缓迹象、中美经济出现放缓迹象且美联储因此谨慎行事，欧洲央行将在一段时间内保持宽松的货币政策。https://t.co/aQEIuS6TGh"
"2021-09-10","1436203291151515648","rijingzhongwen","RT @rijingzhongwen: 【从自民党总裁选看日本政治】日本前首相池田勇人提出“收入倍增计划”、田中角荣提出“日本列岛改造论”以及实现中日邦交正常化等，自民党各派系以实现这些政策为目标团结一心。但现在的自民党变了……https://t.co/628B3gG6Nq h…"
"2021-09-08","1435508252465266690","dw_chinese","RT @dw_chinese: 专家指出，台湾人必须改变对确诊的想法，把焦点摆回重症及死亡个案上，若应到到疫苗政策，则是要让高龄者等高风险族群，完整施打2剂疫苗，降低重症、死亡风险。https://t.co/cmrhJ6kwhi"
"2021-09-05","1434444812061589505","zaobaosg","RT @zaobaosg: 印度尼西亚政府近几周应对冠病疫情的重点有所调整，似乎有意将疫情从大流行病管理转向地方性流行病管理。但印尼的疫情至今依旧严峻，抗疫政策的转变引来质疑。
"2021-09-05","1434441318189522945","zaobaosg","RT @zaobaosg: 中国人民银行副行长陈雨露表示，将会继续完善货币政策调控与宏观审慎政策框架，丰富政策工具箱，构建系统性金融风险监测、评估和预警体系，优化外汇市场宏观审慎加微观监管两位一体的框架，加快补齐金融科技监管短板，将所有金融机构、金融业务和金融产品纳入审慎监管框…"
"2021-09-05","1434586490076491780","nanyangpress","RT @nanyangpress: 8月27日举行的杰克逊霍尔央行年会，美联储主席鲍威尔给出了他对于美联储货币政策走向的基本看法。 https://t.co/deuAttITNN https://t.co/4F4PqyrURf"
"2021-09-03","1433698196157386755","ChineseWSJ","RT @ChineseWSJ: 股市看起来有望在9月创出新高，但华尔街弥漫的恐惧感却十分明显。策略师（还有媒体）已在喋喋不休地谈论季节性趋势，即基准股指在9月的表现历来都是一年中垫底的。人们越来越强烈地感觉到，估值已高高在上，而美联储提供宽松政策的大碗可能很快就会端走。 htt…"
