"2021-10-20","1450690410775343110","zaobaosg","RT @zaobaosg: 受访学者认为，一带一路在冠病疫情和中美贸易战双重冲击下，推进速度放缓，中老铁路竣工释放出中国对推进与东南亚经济一体化承诺不变的信号。
"2021-10-19","1450319524612345857","FTChinese","RT @FTChinese: #付费精选【丰田和斯特兰提斯将分别在美国建立电池工厂】丰田将与其贸易部门丰田通商在美国建设首个电池工厂，斯特兰提斯已与LG Energy Solution达成初步协议，在美国新建一家工厂。https://t.co/4VgXWaQbgJ https:…"
"2021-10-07","1445979131255013379","FTChinese","RT @FTChinese: #付费精选 【韩国的全球电池主导地位引发供应链风险】韩国的充电电池产量几乎占全球的一半，却严重依赖进口材料，尤其是来自中国的稀土和其他原料，让韩国很容易受到贸易紧张局势和地缘政治冲击的影响。https://t.co/2QdilzF38s https…"
"2021-10-05","1445261968273653762","ChineseWSJ","RT @ChineseWSJ: #CWSJ头条 美国贸易代表戴琪说，美国将敦促中国履行在第一阶段贸易协议里做出的承诺，方式包括维持高额关税。但她表示，没有针对中国的贸易行为开展调查的计划。
"2021-10-03","1444522401631391748","zaobaosg","RT @zaobaosg: 美媒引述消息人士称，美国贸易代表戴琪将宣布中国未遵守中美第一阶段贸易协议，并可能对中国征收额外关税。受访学者预计，若美国向中国征收额外关税，中美很可能会硬碰硬，出现比特朗普执政时期更激烈的“贸易战2.0”。
"2021-10-01","1443830119273959426","zaobaosg","RT @zaobaosg: 美国贸易代表戴琪下周一将到华盛顿智库演说，揭开拜登政府的中国贸易政策。https://t.co/NLGWAnGM3n"
"2021-09-29","1443108668845682690","ChineseWSJ","RT @ChineseWSJ: #股闻天下 投资者不要指望德国会全面放弃财政约束、对欧元区一体化产生可以改变局面的冲动或对俄罗斯或中国采取从根本上威胁德国工业利益的外交政策立场。默克尔退休后，德国选民的分歧可能会更大，但她以贸易为中心的政策方针将继续存在。https://t.c…"
"2021-09-23","1440932737360142338","ChineseWSJ","RT @ChineseWSJ: 中国政府是在澳大利亚与美、英达成核潜艇协议后不久申请加入CPTPP这一亚太贸易协定的。台湾也申请加入可能令该协定11个成员国本已尴尬的处境更加复杂。  https://t.co/rTPy6btOtT"
"2021-09-22","1440600952206069778","dw_chinese","RT @dw_chinese: 中美贸易战和新冠疫情重新定义了中国决策者看待工厂的方式。厂房不再只是旧经济的肮迹，而是具有战略价值的资产。在新冠病毒大流行期间，中国的工厂生产了从口罩和呼吸机等家用电子产品，推动了经济从 2020 年初创纪录的低迷中复苏。 https://t.c…"
"2021-09-22","1440623732687396870","nanyangpress","RT @nanyangpress: 国际贸易及工业部高级部长拿督斯里阿兹敏指出，政府将通过2022年财政预算案，推介一个需求导向的电动汽车奖掖配套，以进一步提升电动汽车领域的投资与需求。https://t.co/OBDZIQrh39 https://t.co/HVOgeIVXTO"
"2021-09-21","1440216325847093249","dw_chinese","RT @dw_chinese: 古特雷斯在两年前就警告全球领导人世界可能一分为二，美国和中国将在互联网、货币、贸易和金融规则、零和地缘政治和军事战略等方面展开竞争。 
"2021-09-21","1440215536000847880","ChineseWSJ","RT @ChineseWSJ: #股闻天下 眼下发动贸易战是危险的。供应链受困，运输成本飙升，德尔塔疫情冲击经济，但这可能都无法阻止中美贸易紧张局势再次升级。https://t.co/lv1ETjkUKD"
"2021-09-21","1440217036928339971","bbcchinese","RT @bbcchinese: 中国政府宣布对两种台湾水果暂缓进口，让本已紧张的海峡两岸关系因水果再度陷入纠纷。台湾表示可能通过世界贸易组织（WTO）解决争端。这已经是今年北京第二次决定对台湾水果暂缓进口。
"2021-09-17","1438905271573647360","bbcchinese","RT @bbcchinese: 中国正式申请加入CPTPP，该协定对贸易自由化有很高标准，原本是美国前总统奥巴马为制衡中国影响力而力推的，但特朗普政府后来宣布退出。
"2021-09-15","1438013265536159744","rijingzhongwen","RT @rijingzhongwen: 【美国贸易开始不受原油涨价影响】随着页岩油革命，美国的原油产量10年里翻一番，能源自给率突破100％，摆脱了原油的束缚。而中国、日本、德国在过去20年里能源自给率降低。专家指出：美国为获得能源而动用的资金留在国内，对世界经济沉浮的承受力加…"
"2021-09-08","1435496002119618562","FTChinese","RT @FTChinese: #付费精选 【自给自足未必对经济有益】欧美开启投资计划，中国也通过双循环战略部署投资，但这些投资都是为了自我封闭，旨在取代而不是补充全球贸易。https://t.co/SZ6sRb0Wl4 https://t.co/bfbfbDpX1z"
"2021-09-06","1435012041757003777","zaobaosg","RT @zaobaosg: 新加坡“燃油大王”林恩强在武吉知马一带第二道（Second Avenue）的优质洋房（GCB）已推出市场招标出售，截止日期是9月30日。林恩强是正在被清盘的著名石油贸易公司兴隆（Hin Leong Trading）的创办人。
"2021-09-03","1433642820867219457","ChineseWSJ","RT @ChineseWSJ: 美国7月份的贸易逆差比上个月缩小了4.3%，至701亿美元，因为消费者和企业在德尔塔变异毒株引起的新冠病例上升的情况下减少了购买进口商品。https://t.co/HqUT8eeMuU"
"2021-08-26","1430816183108784131","ChineseWSJ","RT @ChineseWSJ: 塔利班愿意与伊朗进行贸易，这为伊朗获得所需的美元提供了难得的机会。同时，这一安排使同样被国际制裁切断贸易和资金来源的塔利班能够购买对维持疲弱的阿富汗经济运行至关重要的基本商品。https://t.co/qvgLKJKSst"
"2021-08-16","1427143181250883584","rijingzhongwen","RT @rijingzhongwen: 【尼克松冲击50年(2)美元地位下降】中美的经济规模被认为在2030年前后发生逆转，其实中国已在贸易上超过了美国。从货物进出口的全球份额来看，最近50年美国从13％降至11％，而中国则从1％提高至13％……https://t.co/8uH…"
"2021-08-07","1423911760042418177","ChineseWSJ","RT @ChineseWSJ: 中国最新公布的贸易数据显示，以美元计，7月份出口同比增速显著回落至19.3%，进口增速也降至28.1%，双双不及市场预期；贸易顺差扩大至565.9亿美元，稍高于预期。另外，中国7月份外储环比转增218.8亿美元，至3.2359万亿美元。https…"
