"2021-10-11","1447416493319213061","rijingzhongwen","RT @rijingzhongwen: 【任天堂从红白机到新款Switch的40年】“游戏行业只有天堂和地狱之分”，正如任天堂社长古川俊太郎一贯认为的那样，任天堂历代游戏机销量起伏不定，在WiiU销量失速的2015~2016年前后，份额一度索尼“PS4”大幅夺走。Switch让…"
"2021-10-09","1446725009951449088","rijingzhongwen","RT @rijingzhongwen: 【新款Switch上市，任天堂可能供不上货】“（新款Switch）到货还不到下单量的一半”，一位家电量贩店的高管哀叹。任天堂10月8日推出了游戏机Switch的最新款。玩家等的洽购积极，但半导体短缺导致供求吃紧。供货不足可能导致巨大的机会…"
"2021-09-29","1443114036040663041","rijingzhongwen","RT @rijingzhongwen: 【大金刚将加入大阪环球影城任天堂园区】大阪环球影城3月开业的新园区“超级任天堂世界”的面积将扩大到原来1.7倍。以任天堂人气游戏“大金刚”为主题的新园区将于2024年赶在大阪世博会之前开业……https://t.co/Sxn2jwS8Om…"
"2021-09-24","1441289603785248772","rijingzhongwen","RT @rijingzhongwen: 【《马里奥》动画电影2022年12月在北美上映】日本等北美以外地区的上映时间尚未确定。号称“马里奥之父”、同时担任电影制作人的任天堂代表董事顾问宫本茂表示“我们的目标是打造一部了解和不了解马里奥游戏的人都能欣赏的娱乐作品”…… https…"
"2021-08-06","1423760567366422531","ChineseWSJ","RT @ChineseWSJ: #股闻天下 任天堂因新冠疫情赚到了一笔意外之财。现在，任天堂需要说服投资者相信该公司对疫情后的未来发展拥有规划。https://t.co/MCfeXlmD5L"
"2021-07-07","1412694209471995904","rijingzhongwen","RT @rijingzhongwen: 【任天堂10月发售新款Switch，7寸OLED屏】新款机型的建议零售价为3万7980日元（约合人民币2226元）。机身屏幕扩大到了7英寸，屏幕边缘缩小，尺寸与现行款基本相同。而且支持有线联网，任天堂表示“可以获得更加稳定的通信体验”………"
"2021-05-08","1390882811951738885","rijingzhongwen","RT @rijingzhongwen: 【韩国游戏商NEXON要借中国经验开拓日本】NEXON最近斥资合计约600亿日元取得了万代南梦宫控股等日本国内3家游戏软件大型企业的股权。其总市值与日本国内游戏企业比较，仅次于任天堂，至今无法提升在日本国内的存在感。但其在中国市场获得了走…"
"2021-05-08","1390922343560585222","rijingzhongwen","RT @rijingzhongwen: 【链接——古川带领任天堂“三级跳”】​任天堂2020财年合并净利润预计比上财年增加55％，创出历史新高。虽然存在疫情宅家需求这一有利因素，但获得高收益的原因不止于此。其成功大致可以分为三个阶段来分析。首先是投放让用户着迷的游戏软件……ht…"
"2021-05-08","1390922223863549953","rijingzhongwen","RT @rijingzhongwen: 【任天堂创12年来利润新高，Switch颠覆业界法则】任天堂2020财年合并净利润同比增长86％。一般被认为在上市4年后将迎来销量顶峰的主力游戏机“Switch”在第5年也有望维持高水平销售，甚至将超过Wii和索尼PS4。持续收费模式的引…"
"2021-05-03","1389126394492317698","rijingzhongwen","RT @rijingzhongwen: 【任天堂增产Switch，或推出高端机型】游戏机在推出后的第5年增加产量十分罕见。截至2020年年底，Switch的累计销量约为8000万台。结合2021财年的生产计划，将达到1.1亿台。预计任天堂还会推出支持高清画质的高端机型……htt…"
"2021-04-23","1385508320455266304","rijingzhongwen","RT @rijingzhongwen: 【古川带领任天堂“三级跳”】任天堂2020财年合并净利润预计比上财年增加55％，创出历史新高。虽然存在疫情宅家需求这一有利因素，但获得高收益的原因不止于此。其成功大致可以分为三个阶段来分析。首先是投放让用户着迷的游戏软件……https:/…"
"2020-11-06","1324565433316372480","rijingzhongwen","RT @rijingzhongwen: 【任天堂4～9月净利润创新高，同比涨3.4倍】Switch销量达到1253万台，增长8成。累计销量达到6830万台，超过了红白机……https://t.co/TslIU9BrwG https://t.co/ix2nMfD3ME"
