"2021-10-21","1451057988446216193","nanyangpress","RT @nanyangpress: 隔夜美股和比特币再创新高，但恒大的资产脱售交易触礁，再引起市场对中国房地产业的担忧，亚洲股市今天起落参半。https://t.co/sO4Ai4SGQa https://t.co/KwpBAXyYBb"
"2021-10-17","1449622969827749888","nanyangpress","RT @nanyangpress: 大马鬼才黄明志推出新歌《玻璃心》，邀来陈芳语合唱，以音乐呛爆中国小粉红，尽管两人的微博帐号已被关闭，但是这首新歌MV，在YouTube上线短短一天，就冲破150万次点击，高居台湾发烧影片第一名，引起热烈回响。 
"2021-10-07","1445980614197268484","zaobaosg","RT @zaobaosg: 新加坡冠病病例大增，围绕居家康复计划和社区护理服务的问题引起人民混乱与不满。新加坡抗疫重点放在重症者，过度恐惧或淡定以对都各有利弊。政府须从病患与家属角度全面考虑，优化检测、隔离与治疗程序，并让病患与家属了解如何遵循程序，这是过渡到“与冠病共处”的关…"
"2021-09-22","1440602122647527427","bbcchinese","RT @bbcchinese: 台湾媒体报道，台积电在中秋节前夕一口气解雇包括主管在内的7名员工，情况罕见，引起关注。台积电证实7名员工因做出违背公司核心价值的不当行为，本着毋枉毋纵的原则处分，但未有透露具体原因。
"2021-09-19","1439691414355386368","dw_chinese","RT @dw_chinese: 中山大学一份研究表明，施打 #国药疫苗 第三剂 #加强针 后，能引起抗体水平的反弹，同时也能提高对新冠病毒的细胞反应。
"2021-09-16","1438355429755539457","rijingzhongwen","RT @rijingzhongwen: 【马斯克道出的产品制造真谛：做减法】小玉祥司：“增加也许可能需要的东西，这种做法不是很好”，特斯拉及太空探索技术公司的创始人埃隆·马斯克亲自介绍火箭工厂的视频最近被公开，比起工厂的介绍本身，他在其中提到的对产品制造和开发的想法更能引起人们…"
"2021-09-14","1437649196492853253","nanyangpress","RT @nanyangpress: “运动场”一直都不只是运动品牌的主场，尤其让身材比例都堪比男模的运动员们穿上奢侈品牌的正装总能引起人们的关注！
"2021-09-08","1435494189966364676","nanyangpress","RT @nanyangpress: 中国近日疯传一段人妻想找帅气男网友“借基因”的影片。该名女子认为丈夫太丑，希望可以与男网友发生关系，让孩子可以长得好看一点，夸张的行径引起讨论。https://t.co/7DyIMDsJKm https://t.co/Y4gGMuommX"
"2021-09-05","1434439174770225155","zaobaosg","RT @zaobaosg: 中秋节即将来临，新加坡牛车水开始张挂灯饰，有公众认为曾引起话题的焦点灯饰嫦娥，今年造型更为“正常”，也较之前女性化。
"2021-09-03","1433642820867219457","ChineseWSJ","RT @ChineseWSJ: 美国7月份的贸易逆差比上个月缩小了4.3%，至701亿美元，因为消费者和企业在德尔塔变异毒株引起的新冠病例上升的情况下减少了购买进口商品。https://t.co/HqUT8eeMuU"
