"2021-11-15","1460173423913537539","日经中文网","RT @rijingzhongwen: 【小野药品与本庶佑就癌症免疫药专利诉讼和解】获得诺贝尔奖的日本京都大学特别教授本庶佑此前对日本药企小野药品工业提起诉讼，要求其就癌症免疫药“Opdivo”支付约262亿日元的专利使用费分成。由于达成和解，小野药品将向本庶和京都大学共计支付…"
"2021-10-17","1449623179404533765","南洋商报eNanyang","RT @nanyangpress: 癌症的可怕之处就在于延迟诊断，而冠病疫情无疑加剧了这种情况。随着疫情蔓延及防疫工作的开展，即使撇开延迟诊断不说，多数慢性疾病的常规诊疗工作也受到不同程度的影响。https://t.co/5RnIhqFMwz https://t.co/JT1…"
"2021-08-26","1430812120329854976","日经中文网","RT @rijingzhongwen: 【研究表明4％的癌症与饮酒有关】中国、印度、非洲各国的酒精消费呈现出上升趋势，未来令人担忧……https://t.co/GfUq1yPdvd https://t.co/imKECD2300"
"2021-08-26","1430819111043420163","华尔街日报中文网","RT @ChineseWSJ: 一群癌症患者指责强生公司含滑石粉的婴儿爽身粉导致了他们患上癌症，他们请求密苏里州一家法院阻止强生公司采取行动将滑石粉诉讼赔偿责任归入新成立的实体、然后为新实体申请破产保护。https://t.co/nrQthYxNf9"
"2021-08-17","1427724199502573570","BBC News 中文","RT @bbcchinese: 英格兰全民医疗系统新任负责人近期提醒，不要忽视癌症早期信号，及时就医和接受检查“可能最终救你一命”。https://t.co/88BnzDwBPX"
"2021-07-01","1410499274748485635","日经中文网","RT @rijingzhongwen: 【味之素要用食品业务数据检测癌症等疾病】味之素此前一直在味道及营养等食品领域利用数据，今后将应用于保健领域。通过大数据分析血液所含的20种氨基酸的浓度变化等，把癌症及认知功能下降的风险进行分级……https://t.co/t5sKmUwd…"
"2021-05-15","1393444551952539648","华尔街日报中文网","RT @ChineseWSJ: 在可治疗血癌前景的鼓舞下，投资者纷纷支持那些力争降低细胞疗法成本并将其拓展至实体肿瘤的生物技术公司。据数据，风投公司去年向癌症细胞疗法初创企业投资了38.3亿美元，比2019年的18.2亿美元投资额高出一倍多。https://t.co/qD42B…"
"2021-05-02","1388750731797168130","日经中文网","RT @rijingzhongwen: 【日本滴血验病技术在进化】把约20微升血液滴在芯片上，最多可同时判断100种过敏反应，精度也与传统检测方法相同。东丽已实现1滴血检测癌症技术的实用化，又把技术推广到过敏检测领域……https://t.co/jXDGvHNKMH https…"
"2021-04-20","1384387200805076992","联合早报 Lianhe Zaobao","RT @zaobaosg: 过去50年，本地癌症死亡率呈下降趋势，发病率却显著攀升，而男性的癌症发病率和死亡率普遍比女性高。其中，肺癌和结肠直肠癌的发病率及死亡率目前高居前三。https://t.co/g5sQLic2ot"
"2021-04-13","1381845544125915136","日经中文网","RT @rijingzhongwen: 【摘】2022年4月，日本关西医科大学将设立全球首家“光免疫疗法”研究所。光免疫疗法的发明者小林久隆将担任该研究所的所长。小林久隆表示，除了现在成为治疗对象的面部及头部癌症外，还考虑应用于乳腺癌等……https://t.co/ors9SF…"
"2021-03-24","1374656569867075592","日经中文网","RT @rijingzhongwen: 【摘】NEC还召集了研究人脸识别最新算法的成员，判断癌症的准确度大幅提高，远超过9成。跟识别人脸一样，系统可以分辨出癌症部位的颜色、凹凸等细微差……https://t.co/7Bagu8S21f"
"2021-03-24","1374656488673660931","日经中文网","RT @rijingzhongwen: 【NEC用人脸识别技术检查大肠癌】“大肠癌也有面孔”，日本国立癌症研究中心的一名医生这样说。大肠内的癌症和息肉在颜色、纹理、凹凸等方面有一定的倾向性。NEC的技术能以远超9成的精度判断出大肠癌和息肉…… https://t.co/7Bag…"
"2021-03-18","1372472472402948097","日经中文网","RT @rijingzhongwen: 【东芝“滴血验癌”技术进入实证试验】新技术通过检测由癌细胞进入血液中的“小分子RNA”进行诊断，在研究阶段已证实能以99％的准确率诊断13种癌症，检测时间在2小时以内，对患者造成的负担较轻。验证试验将首先以1000份样本验证效果，争取几年…"
