"2021-11-23","1462979117649780736","联合早报 Lianhe Zaobao","RT @zaobaosg: 【联合早报评论】“随着旅游业慢慢从疫情开始复苏，业界在建立新常态的同时，会面对不断改变的规定。在可预见的未来，各地仍须要继续实施安全旅行措施。”https://t.co/cbYfFl4bPe"
"2021-11-22","1462643196932984834","日经中文网","RT @rijingzhongwen: 【美国通胀加剧或持续至“2022年中期”】通货膨胀压力的持续性已成为金融市场的最大主题。在发达国家之中，美国的通货膨胀压力尤其突出，主要原因是从新冠疫情中复苏，耐用品等商品消费出现激增……https://t.co/pSlDDLNIcF"
"2021-11-22","1462854805789949952","联合早报 Lianhe Zaobao","RT @zaobaosg: 复苏之路遥遥无期？欧洲冠病疫情加剧，促使当地政府再度实施封锁措施与限制未接种冠病疫苗者的行动自由，引起民间反弹。 https://t.co/aNpvfmPGzc https://t.co/rxWdLN3Y78"
"2021-11-22","1462652902128832513","FTChinese","RT @FTChinese: 【现在需要担心通货膨胀吗？】对于价格上涨是暂时的还是永久性的，政策制定者存在分歧。错误的回应可能会破坏经济复苏。https://t.co/LsBoPgApZg https://t.co/oy9uu7NpUT"
"2021-11-22","1462915156719984646","华尔街日报中文网","RT @ChineseWSJ: 研究人员说：“从全球范围看，就供应链问题而言最糟糕的阶段已经过去。”不过，企业高管和经济学家们表示，西方消费者对货物的强劲需求、美国港口持续拥堵、卡车司机短缺以及全球运费上涨等因素仍将对任何复苏构成威胁。https://t.co/E81aDwKz…"
"2021-11-22","1462912974364938241","华尔街日报中文网","RT @ChineseWSJ: 几十年来日本的通胀率都保持在极低水平，消费者抗拒支付更高的价格，企业也很少试图提价。但这并不是许多国家想要遵循的秘诀。一名前日本央行政策委员会成员说，面对短期冲击，这有其有利的一面。但从长远来看，则可能会阻碍经济复苏和产业结构出现有利的变化。ht…"
"2021-11-20","1461948563957575684","华尔街日报中文网","RT @ChineseWSJ: #股闻天下 在华尔街，许多人认为新兴市场股票将成为经济从疫情中复苏的一大受益者，但事实上，今年新兴市场股票回报率只有4%。过去十年的一些货币政策实验，比如量化宽松，给发展中国家带来了巨大影响。但通常情况下，借鉴富裕国家的政策可能会犯下代价高昂的错…"
"2021-11-19","1461615376903458821","日经中文网","RT @rijingzhongwen: 【全球十大半导体企业季度业绩创新高】美国英伟达等10家半导体大型企业的2021年7～9月合计净利润比上年同期增长5成。由于“5G”和AI等技术创新，半导体搭载量爆炸式增加，同时经济从疫情中复苏，从最尖端产品到通用产品，广泛产品的需求都在增…"
"2021-11-16","1460618789582610432","日经中文网","RT @rijingzhongwen: 【铜镍铅锌，各有色金属2022均将过剩？】2021年随着经济从新冠疫情中复苏，有色金属需求猛增，铜价在5月创下历史新高。但到2022年，铜可能从短缺4.2万吨变为过剩32.8万吨；镍从短缺13.4万吨变为过剩7.6万吨；铅……https…"
"2021-11-02","1455379555594604550","华尔街日报中文网","RT @ChineseWSJ: 美国股市周一延续过去几周的升势，收盘创下新高，显示出投资者对不平坦的经济复苏抱有信心。道指开盘后不久一度首次突破36,000点，触及36,009.74点。随后该指数回吐涨幅，收于35,913.84点。https://t.co/dCF2TGTkqU"
"2021-10-31","1454682311581069317","南洋商报eNanyang","RT @nanyangpress: 二十国集团（G20）领导人第16次峰会30日登场，东道主意大利方面宣布会议将重点讨论应对气候变化、冠病疫情以及全球经济复苏等议题。https://t.co/xCEmFy7UU8 https://t.co/fhmpqwDXjl"
"2021-10-31","1454681302171484161","联合早报 Lianhe Zaobao","RT @zaobaosg: 二十国集团峰会周六在意大利首都罗马召开，抵御冠病疫情和促进经济复苏是峰会主要课题。应对全球气候变化也是大会焦点之一，但或许不会在此次峰会上有重大进展。https://t.co/bsVlkuJ2S8"
"2021-10-29","1453918268935204864","日经中文网","RT @rijingzhongwen: 【美国三季度GDP增速放缓至2.0%，年底或好转】作为美国经济火车头的个人消费复苏缓慢，不仅是容易受疫情影响的服务业，此前旺盛的商品消费也浮现阴影。秋季以后消费恢复势头，但由于供应制约和通货膨胀的长期化拖后腿的隐忧，美国经济的复苏力度受到…"
"2021-10-27","1453228377809330185","日经中文网","RT @rijingzhongwen: 【日本的餐饮和旅游出现复苏迹象】“终于可以营业到深夜了”，由于营业时间限制被解除，东京银座一间酒吧的店主松了一口气。日本全国餐饮店10月25～31日的预约量比之前一周增加了6％，酒店和计票的预约也呈上升趋势。不过，顾客和商家似乎尚处在摸索…"
"2021-10-26","1452854608661868547","日经中文网","RT @rijingzhongwen: 【招致原油价格走高的3大原因】志田富雄：欧洲布伦特原油期货一度突破86美元大关，与美国原油期货一起创出7年来新高。原油价格上涨打击处于复苏过程中的世界经济、还将动摇金融和外汇市场，本次涨价涉及3个因素……https://t.co/WGSD…"
"2021-10-22","1451427018449379331","日经中文网","RT @rijingzhongwen: 【日本航空货物出口量4～9月增长75％】与疫情前的2019年4～9月相比也增长25％，明显复苏。运往中国的出口量增长5成……https://t.co/xUf9rT4DB5 https://t.co/svSi5pmL90"
"2021-10-21","1451057300072923141","日经中文网","RT @rijingzhongwen: 【日本汽油价格连续7周上涨，位于7年来最高水平】截至10月18日，日本标准汽油的店面价格为每升164.6日元（约合人民币9.20元），柴油和煤油也均徘徊在7年来的最高水平。这在对日本的家庭收支构成打击的同时、拖累摆脱疫情的经济活动复苏的风…"
"2021-10-19","1450318718676787207","日经中文网","RT @rijingzhongwen: 【印度经济恢复至疫情前水平】证券公司计算出来的印度的商业重启指数已超过2020年春季新冠疫情蔓延前的水平。据称 “最大原因是人员和商品流动得到改善”。不过，印度经济全面复苏仍面临绊脚石，一大担忧是全球半导体紧缺的问题……https://t…"
"2021-10-14","1448547674978877442","日经中文网","RT @rijingzhongwen: 【日本蛋白质产品价格走高，与中国养猪业有关】由于疫情下长期减少外出，健康意识增强，日本人的蛋白质需求增加。作为原料的乳清蛋白的价格在一年里涨至近2倍，日本的进口价也随着上涨。而在大豆蛋白方面，随着中国养猪数量复苏，饲料需求拉高了价格……h…"
