"2021-08-29","1431864760388055044","zaobaosg","RT @zaobaosg: 随着冠病疫情逐渐受控，全球经济恢复增长，加上供应短缺推动多个大宗商品价格上涨，数个商品价格涨至多年来的新高。投资者能否从商品的涨势中获益？是否该考虑把商品领域的投资纳入投资组合？https://t.co/VGOLygeoe2"
"2021-08-28","1431757911215071233","FTChinese","RT @FTChinese: 【视频：美国油气管道已走向末路？】美国大型天然气和石油管道项目正风雨飘摇。环境及社会活动人士之抗议、诉讼和政策改变的激增，使项目延误，令预算爆表。随着成本剧增，更多项目被迫终止。https://t.co/6jRDsS3LqC https://t.c…"
然而，随着疫情趋缓，中国社会也出现声音，开始关于其严格的""清零政策""的讨论。
"2021-08-17","1427549062178381824","rijingzhongwen","RT @rijingzhongwen: 【电池金属面临价格高涨风险】随着今后纯电动车的全面普，车载电池所需的“电池金属”存在价格进一步高涨的可能性。据国际能源署估算，到2040年，锂、钴和镍的总需求将分别增至2020年的42倍、21倍和19倍。不过，需求方也正在寻找化解之方………"
"2021-08-15","1426973549814706176","bbcchinese","RT @bbcchinese: 随着塔利班“胜利在望”，阿富汗总统阿什拉夫·加尼据报已经逃离喀布尔，前往塔吉克斯坦。
"2021-08-15","1426770489410686976","bbcchinese","RT @bbcchinese: 随着塔利班在阿富汗接连攻下多座中心城市，政府军兵败如山倒。
"2021-08-15","1426763815463444486","zaobaosg","RT @zaobaosg: 随着塔利班近日在阿富汗攻城掠地、步步进逼首都喀布尔，有分析认为，中国官媒正在铺垫民意，为北京最终可能承认塔利班这个强硬伊斯兰组织为合法政权做好准备。
"2021-08-13","1426100322703794183","rijingzhongwen","RT @rijingzhongwen: 【哈佛教授罗格夫:过度自信带来美元脆弱】IMF前首席经济学家、哈佛教授 肯尼斯·罗格夫：随着时间流逝，人民币成为亚洲的地区货币，欧元成为欧洲的地区货币，美元则成为除此以外的世界的国际货币。美国低估了变化可能发生的事实……https://t…"
"2021-08-13","1426099251700932615","ChineseWSJ","RT @ChineseWSJ: 随着抗疫限制措施放松，迪士尼公司的主题公园游客数量强劲反弹。第三财季，其主题公园和消费产品部门一年多来首次实现季度盈利。但该公司承认，德尔塔变异毒株使未来前景存在不确定性。https://t.co/UJW2nrsdHV"
"2021-08-12","1425691183527841798","ChineseWSJ","RT @ChineseWSJ: #股闻天下 在Pinterest的股价去年大幅上涨之后，现在是把该股暂时放一边的时候了。该平台可能会继续受到其核心受众的喜爱，但随着人们继续进行社交、旅行和外出就餐，Facebook和Snapchat吸引了更多新用户，在这种情况下，相对而言Pin…"
"2021-08-11","1425340905674842115","rijingzhongwen","RT @rijingzhongwen: 【日本东海碳素预计2021财年净利润增至12倍】随着中国汽车生产和轮胎需求恢复，该公司碳黑业务所有生产基地的销量都超过上年……https://t.co/1vI2qFb7cB https://t.co/AJLOl4402m"
"2021-08-10","1425179358583427075","ChineseWSJ","RT @ChineseWSJ: 随着美国经济复苏，全国选择跳槽的员工的比例创下至少20年来的最高水平。这表明许多职场人士对未来前景感到乐观，但是对于那些想要勉力跟上经济复苏步伐的企业来说，员工在此时离职就是雪上加霜。https://t.co/n5FNhvGqqG"
"2021-08-10","1424961986639458309","dw_chinese","RT @dw_chinese: 随着新冠疫情扩大，加上通膨压力加剧，今年下半年中国经济风险升高。
"2021-08-06","1423537913225048065","ChineseWSJ","RT @ChineseWSJ: 富士康表示，随着该公司进一步向电动汽车行业扩张，收购旺宏电子六寸晶圆厂将有助于确保汽车芯片的稳定供应。
"2021-08-06","1423533429686104069","zaobaosg","RT @zaobaosg: 随着消费需求回升和进口增加，今年6月美国商品和服务贸易逆差环比扩大6.7%至创纪录的757亿美元（约1023亿新元）。https://t.co/8N7acihnTf"
"2021-08-05","1423186697110519809","rijingzhongwen","RT @rijingzhongwen: 【江崎格力高借杏仁露涉足中国健康市场】以杏仁为原料的饮料“扁桃仁效果”已于8月1日开始在中国的“天猫”等电商平台销售。这是该公司首次在中国涉足健康市场。据介绍，在中国，随着消费者健康意识的提高，豆奶等植物蛋白饮料市场不断扩大，但杏仁露几乎…"
"2021-08-04","1423009256106717185","ChineseWSJ","RT @ChineseWSJ: #股闻天下 宝马打算在未来几年推出的电动汽车外形上与其传统车型十分相似。投资者有理由担心，在这个新的增长市场上，宝马将没有足够独特的产品与日益专注于该领域的竞争对手抗衡。一种谨慎的风险对冲策略，其本身也伴随着风险。https://t.co/RxW…"
"2021-08-04","1422794837728763904","rijingzhongwen","RT @rijingzhongwen: 【大金工业预计时隔3财年创出利润新高】随着疫情扩大，具备换气功能的家用空调的销售增长。中国业务在个人消费复苏的背景下4~6月增长46％……https://t.co/LPaHgP5vnj https://t.co/YGqxX9UqQk"
"2021-08-04","1422793380115849220","ChineseWSJ","RT @ChineseWSJ: 西方国家面临一道难题：多数太阳能电池板都是在中国用燃煤电厂的高排放能源生产的。欧美越来越担心，随着制造商迅速扩大太阳能电池板的生产以满足需求，太阳能行业对中国煤炭的依赖将在未来几年导致排放量大幅增加。分析师称，这将使太阳能行业成为全球污染最严重的…"
"2021-07-20","1417617303978471427","ChineseWSJ","RT @ChineseWSJ: #股闻天下 中国的碳排放权交易价格依然明显过低，而且该市场本身仍然将钢铁等主要能源的用户排除在外。这两者都需要尽快改变。如果没有像欧洲那样随着时间推移而减少碳排放配额总量和进行配额拍卖，那么大幅减排可能仍难以实现。https://t.co/zuN…"
