4gram,count
新冠疫情,25
新冠病毒,12
新冠疫苗,12
付费精选,11
智能手机,7
本周热读,6
二氧化碳,6
的新冠疫,5
约合人民,5
合人民币,5
中国企业,5
阿里巴巴,5
数据中心,5
知情人士,5
人士透露,5
美国大选,4
数字货币,4
万亿日元,4
自动驾驶,4
股闻天下,4
日本国内,4
死亡人数,4
半导体设,4
在新冠疫,4
澳大利亚,4
达到亿美,4
到亿美元,4
在推特上,3
疫情期间,3
越来越多,3
了新冠疫,3
冠疫情对,3
的利润率,3
在未来几,3
中美关系,3
德国经济,3
这一消息,3
感染新冠,3
全球份额,3
临床试验,3
级自动驾,3
截至月日,3
冠疫情让,3
据中心的,3
制品消费,3
情人士透,3
华尔街日,3
尔街日报,3
黄金回收,3
金回收量,3
单日新增,3
新增感染,3
阿斯利康,3
消费者的,3
新冠肺炎,3
全球疫苗,3
中国市场,3
冠疫情爆,3
疫情爆发,3
地缘政治,3
冠疫情的,3
的情况下,3
可以看到,3
中国大陆,3
市场分析,3
导体设备,3
日本原木,3
上野公园,3
推特上发,2
言论自由,2
闽南通厦,2
南通厦门,2
通厦门卫,2
厦门卫视,2
肺炎疫情,2
未来几周,2
无症状和,2
企业开始,2
因为疫情,2
人民币兑,2
民币兑美,2
币兑美元,2
经济学家,2
苦苦挣扎,2
研究显示,2
的智能手,2
日本一名,2
马丘比丘,2
字货币的,2
曼哈顿唐,2
哈顿唐人,2
顿唐人街,2
创业签证,2
精选重温,2
美国总统,2
公布这一,2
布这一消,2
美国辉瑞,2
有效性超,2
效性超过,2
最多制造,2
中国制造,2
这些无人,2
些无人机,2
基础设施,2
新冠病例,2
加工食品,2
理论认为,2
一周热门,2
月净利润,2
销量达到,2
量达到万,2
达到万台,2
染新冠病,2
日本三大,2
企业利润,2
的营业利,2
营业利润,2
葱的价格,2
球份额首,2
份额首位,2
名志愿者,2
又将如何,2
高速公路,2
总成交额,2
日本前外,2
本前外务,2
前外务次,2
外务次官,2
丰田在中,2
田在中美,2
中国和美,2
国和美国,2
量化投资,2
不同程度,2
学家一直,2
全球半导,2
球半导体,2
出货面积,2
这可能是,2
不可预测,2
疫苗宣布,2
苗宣布成,2
宣布成功,2
布成功率,2
周一表示,2
品消费国,2
之所以能,2
全球的新,2
固定薪酬,2
到目前为,2
目前为止,2
数据显示,2
同比增长,2
这款疫苗,2
计划在未,2
划在未来,2
机器人等,2
很大影响,2
销售额创,2
周三表示,2
了该公司,2
年新冠疫,2
制造业的,2
造业的复,2
业的复苏,2
先进封装,2
日新增感,2
贸易摩擦,2
流感死亡,2
感死亡人,2
开始研发,2
用二氧化,2
美元结算,2
三菱制纸,2
不断提高,2
冠肺炎疫,2
华纳兄弟,2
神奇女侠,2
奢侈品的,2
的新一代,2
的比特币,2
成为世界,2
净利润增,2
利润增长,2
的热带鱼,2
鱼约合人,2
人民币元,2
集装箱船,2
东南亚的,2
结构性问,2
构性问题,2
丰田织机,2
纯电动车,2
指定牛肉,2
人工智能,2
并非如此,2
字节跳动,2
结果显示,2
也留下了,2
的半导体,2
个人电脑,2
和数据中,2
居家办公,2
用半导体,2
非接触式,2
是有史以,2
有史以来,2
日本研究,2
肉类消费,2
年的新冠,2
肉制品消,2
燃料电池,2
人民币万,2
民币万元,2
对霹雳舞,2
现在开始,2
富邑葡萄,2
邑葡萄酒,2
来自亚洲,2
自亚洲的,2
国企业家,2
苹果公司,2
中欧投资,2
欧投资协,2
投资协定,2
的心理健,2
心理健康,2
中国政府,2
疫情确诊,2
散户投资,2
户投资者,2
一个重要,2
日本交易,2
本交易所,2
相互上市,2
汽车厂商,2
半导体短,2
导体短缺,2
车载半导,2
载半导体,2
半导体厂,2
导体厂商,2
东京电子,2
材料研发,2
疫苗接种,2
对中国出,2
中国出口,2
出口价格,2
生产计划,2
账户体系,2
鳗鱼苗丰,2
鱼苗丰收,2
上周四以,2
周四以来,2
接种疫苗,2
公司股票,2
日本能否,2
功率半导,2
率半导体,2
太空光伏,2
空光伏发,2
光伏发电,2
农历新年,2
美国联合,2
国联合大,2
联合大陆,2
空中计程,2
中计程车,2
今年以来,2
投资者正,2
股票投资,2
票投资者,2
经济走强,2
与新冠病,2
冠病毒战,2
病毒战斗,2
毒战斗的,2
战斗的基,2
斗的基因,2
尼安德特,2
安德特人,2
研究结果,2
这款引擎,2
被认为是,2
大地震的,2
说唱歌手,2
外资基金,2
登陆日本,2
零部件占,2
电池材料,2
国房地产,2
全球最大,2
球最大的,2
金枪鱼在,2
蓝鳍金枪,2
鳍金枪鱼,2
养殖金枪,2
殖金枪鱼,2
金枪鱼的,2
整体式卫,2
体式卫浴,2
式卫浴间,2
希望工作,2
望工作更,2
工作更长,2
作更长时,2
更长时间,2
长时间的,2
工作时间,2
每周小时,2
和亚马逊,2
股价下跌,2
特斯拉股,2
斯拉股价,2
光荣特库,2
荣特库摩,2
的份额为,2
年来首次,2
市值超过,2
回顾了特,2
顾了特斯,2
了特斯拉,2
有的地点,2
质量问题,2
我在推特,1
特上发虚,1
上发虚假,1
发虚假信,1
虚假信息,1
不存在的,1
美国餐馆,1
国餐馆老,1
餐馆老板,1
馆老板狂,1
老板狂订,1
板狂订自,1
狂订自家,1
订自家披,1
自家披萨,1
家披萨送,1
披萨送朋,1
萨送朋友,1
居然还猛,1
然还猛赚,1
还猛赚一,1
猛赚一笔,1
钻的什么,1
的什么空,1
什么空子,1
小故事背,1
故事背后,1
事背后有,1
背后有哪,1
后有哪些,1
有哪些大,1
哪些大道,1
些大道理,1
思乡印记,1
虽然德国,1
然德国菜,1
德国菜不,1
国菜不是,1
菜不是很,1
不是很好,1
是很好吃,1
但说法真,1
说法真不,1
法真不少,1
厦门六中,1
门六中合,1
六中合唱,1
中合唱演,1
合唱演绎,1
唱演绎闽,1
演绎闽南,1
绎闽南语,1
闽南语歌,1
南语歌曲,1
鼓浪屿申,1
浪屿申遗,1
屿申遗官,1
申遗官方,1
遗官方宣,1
官方宣传,1
方宣传片,1
厦门城市,1
门城市形,1
城市形象,1
市形象宣,1
形象宣传,1
象宣传片,1
厦门二十,1
门二十四,1
二十四小,1
十四小时,1
疫情使医,1
情使医生,1
使医生们,1
医生们开,1
生们开始,1
们开始更,1
开始更频,1
始更频密,1
更频密地,1
频密地面,1
密地面对,1
地面对死,1
面对死亡,1
他们如何,1
们如何处,1
如何处理,1
何处理自,1
处理自己,1
理自己的,1
自己的情,1
己的情绪,1
又有什么,1
有什么无,1
什么无法,1
么无法释,1
无法释怀,1
法释怀的,1
释怀的遗,1
怀的遗憾,1
已故拳击,1
故拳击传,1
拳击传奇,1
击传奇穆,1
传奇穆罕,1
奇穆罕默,1
穆罕默德,1
阿里于年,1
里于年接,1
于年接受,1
年接受访,1
接受访问,1
受访问时,1
幽默地谈,1
默地谈到,1
地谈到自,1
谈到自己,1
到自己年,1
自己年幼,1
己年幼时,1
年幼时很,1
幼时很好,1
时很好奇,1
为什么一,1
什么一切,1
么一切美,1
一切美好,1
切美好的,1
美好的事,1
好的事物,1
的事物都,1
事物都是,1
物都是白,1
都是白色,1
是白色的,1
你有类似,1
有类似的,1
类似的观,1
似的观察,1
的观察吗,1
英国专家,1
国专家说,1
要想维持,1
想维持健,1
维持健康,1
持健康免,1
健康免疫,1
康免疫力,1
免疫力每,1
疫力每周,1
力每周最,1
每周最好,1
周最好能,1
最好能吃,1
好能吃种,1
能吃种不,1
吃种不同,1
种不同的,1
不同的果,1
同的果蔬,1
的果蔬和,1
果蔬和食,1
蔬和食品,1
冠病毒引,1
病毒引发,1
毒引发肺,1
引发肺炎,1
发肺炎疫,1
炎疫情期,1
洗手成为,1
手成为自,1
成为自我,1
为自我保,1
自我保护,1
我保护的,1
保护的关,1
护的关键,1
一名医生,1
名医生提,1
医生提出,1
这个基本,1
个基本卫,1
基本卫生,1
本卫生习,1
卫生习惯,1
生习惯能,1
习惯能挽,1
惯能挽救,1
能挽救生,1
挽救生命,1
但是他因,1
是他因此,1
他因此而,1
因此而付,1
此而付出,1
而付出沉,1
付出沉重,1
出沉重的,1
沉重的代,1
重的代价,1
闽南南洋,1
南南洋味,1
虾滑放进,1
茄汁豆腐,1
汁豆腐煲,1
弹牙的脆,1
牙的脆脆,1
的脆脆的,1
脆脆的鲜,1
脆的鲜爽,1
完全不够,1
全不够吃,1
田园时光,1
园时光美,1
时光美食,1
融资规定,1
资规定的,1
规定的收,1
定的收紧,1
的收紧和,1
收紧和货,1
紧和货币,1
和货币市,1
货币市场,1
币市场利,1
市场利率,1
场利率的,1
利率的上,1
率的上升,1
的上升是,1
上升是中,1
升是中国,1
是中国上,1
中国上一,1
国上一次,1
上一次股,1
一次股市,1
次股市大,1
股市大泡,1
市大泡沫,1
大泡沫的,1
泡沫的终,1
沫的终结,1
的终结者,1
如果未来,1
果未来几,1
来几周或,1
几周或几,1
周或几个,1
或几个月,1
几个月监,1
个月监管,1
月监管机,1
监管机构,1
管机构发,1
机构发出,1
构发出类,1
发出类似,1
出类似信,1
类似信号,1
投资者理,1
资者理智,1
者理智的,1
理智的做,1
智的做法,1
的做法就,1
做法就是,1
法就是赶,1
就是赶紧,1
是赶紧撤,1
赶紧撤离,1
闽南咸饭,1
闽南人的,1
南人的快,1
人的快餐,1
配牛肉羹,1
牛肉羹简,1
肉羹简直,1
羹简直就,1
简直就是,1
直就是幸,1
就是幸福,1
是幸福的,1
幸福的味,1
福的味道,1
美食台講,1
食台講真,1
台講真的,1
福建這碗,1
建這碗麵,1
這碗麵可,1
碗麵可排,1
麵可排全,1
可排全國,1
排全國前,1
全國前五,1
教你红烧,1
你红烧狮,1
红烧狮子,1
烧狮子头,1
狮子头的,1
子头的做,1
头的做法,1
调馅料很,1
馅料很关,1
料很关键,1
香酥松软,1
连吃个都,1
吃个都不,1
个都不腻,1
根据对于,1
据对于传,1
对于传播,1
于传播者,1
传播者的,1
播者的定,1
者的定义,1
症状和出,1
状和出现,1
和出现症,1
出现症状,1
现症状前,1
症状前的,1
状前的传,1
前的传播,1
的传播者,1
传播者不,1
播者不会,1
者不会打,1
不会打喷,1
会打喷嚏,1
打喷嚏或,1
喷嚏或咳,1
嚏或咳嗽,1
但我们已,1
我们已知,1
们已知他,1
已知他们,1
知他们会,1
他们会将,1
们会将病,1
会将病毒,1
将病毒传,1
病毒传播,1
毒传播给,1
传播给他,1
播给他人,1
气溶胶可,1
溶胶可能,1
胶可能比,1
可能比飞,1
能比飞沫,1
比飞沫更,1
飞沫更加,1
沫更加危,1
更加危险,1
更小的颗,1
小的颗粒,1
的颗粒有,1
颗粒有可,1
粒有可能,1
有可能进,1
可能进入,1
能进入呼,1
进入呼吸,1
入呼吸道,1
呼吸道的,1
吸道的更,1
道的更深,1
的更深处,1
可能绕过,1
能绕过免,1
绕过免疫,1
过免疫系,1
免疫系统,1
导致更严,1
致更严重,1
更严重的,1
严重的疾,1
重的疾病,1
摩根大通,1
花旗集团,1
旗集团和,1
集团和富,1
团和富国,1
和富国银,1
富国银行,1
国银行周,1
银行周二,1
行周二称,1
由于消费,1
于消费者,1
消费者和,1
费者和企,1
者和企业,1
和企业开,1
业开始拖,1
开始拖欠,1
始拖欠贷,1
拖欠贷款,1
这几家公,1
几家公司,1
家公司总,1
公司总计,1
司总计拨,1
总计拨备,1
计拨备了,1
拨备了亿,1
备了亿美,1
了亿美元,1
亿美元以,1
美元以覆,1
元以覆盖,1
以覆盖损,1
覆盖损失,1
第二季度,1
二季度利,1
季度利润,1
度利润因,1
利润因此,1
润因此受,1
因此受到,1
此受到很,1
受到很大,1
到很大冲,1
很大冲击,1
这一拨备,1
一拨备规,1
拨备规模,1
备规模较,1
规模较今,1
模较今年,1
较今年第,1
今年第一,1
年第一季,1
第一季度,1
一季度大,1
季度大幅,1
度大幅增,1
大幅增加,1
表明这些,1
明这些银,1
这些银行,1
些银行对,1
银行对疫,1
行对疫情,1
对疫情所,1
疫情所引,1
情所引发,1
所引发经,1
引发经济,1
发经济冲,1
经济冲击,1
济冲击的,1
冲击的持,1
击的持续,1
的持续时,1
持续时间,1
续时间和,1
时间和严,1
间和严重,1
和严重程,1
严重程度,1
重程度的,1
程度的假,1
度的假设,1
的假设发,1
假设发生,1
设发生了,1
发生了变,1
生了变化,1
美食台廣,1
食台廣東,1
台廣東人,1
廣東人做,1
東人做豆,1
人做豆腐,1
做豆腐煲,1
鮮到眉毛,1
到眉毛掉,1
为疫情原,1
疫情原因,1
航空运输,1
空运输受,1
运输受到,1
输受到限,1
受到限制,1
来越多集,1
越多集装,1
多集装箱,1
集装箱通,1
装箱通过,1
箱通过铁,1
通过铁路,1
过铁路从,1
铁路从中,1
路从中国,1
从中国来,1
中国来到,1
国来到德,1
来到德国,1
但是陆路,1
是陆路货,1
陆路货运,1
路货运还,1
货运还存,1
运还存在,1
还存在一,1
存在一些,1
在一些短,1
一些短板,1
豉油雞雞,1
油雞雞肉,1
雞雞肉嫩,1
雞肉嫩滑,1
肉嫩滑好,1
嫩滑好吃,1
滑好吃入,1
好吃入味,1
吃入味省,1
入味省豉,1
味省豉油,1
省豉油做,1
豉油做法,1
豆油伯健,1
油伯健康,1
伯健康煮,1
健康煮一,1
康煮一鍋,1
煮一鍋到,1
一鍋到底,1
鍋到底麻,1
到底麻油,1
底麻油雞,1
麻油雞飯,1
人民币的,1
民币的快,1
币的快速,1
的快速升,1
快速升值,1
速升值还,1
升值还能,1
值还能持,1
还能持续,1
能持续吗,1
兑美元仍,1
美元仍将,1
元仍将面,1
仍将面临,1
将面临一,1
面临一定,1
临一定的,1
一定的升,1
定的升值,1
的升值压,1
升值压力,1
但多种因,1
多种因素,1
种因素之,1
因素之下,1
兑美元升,1
美元升值,1
元升值速,1
升值速度,1
值速度或,1
速度或将,1
度或将下,1
或将下降,1
汇率双边,1
率双边波,1
双边波动,1
边波动有,1
波动有望,1
动有望上,1
有望上升,1
默克尔恳,1
克尔恳求,1
尔恳求年,1
恳求年轻,1
求年轻人,1
不要再参,1
要再参加,1
再参加了,1
把命留着,1
以后还有,1
后还有机,1
还有机会,1
高级经济,1
级经济学,1
济学家称,1
最近人们,1
近人们对,1
人们对离,1
们对离大,1
对离大城,1
离大城市,1
大城市开,1
城市开车,1
市开车不,1
开车不远,1
车不远的,1
不远的郊,1
远的郊区,1
的郊区和,1
郊区和乡,1
区和乡村,1
和乡村地,1
乡村地区,1
村地区房,1
地区房子,1
区房子的,1
房子的兴,1
子的兴趣,1
的兴趣上,1
兴趣上升,1
与此类似,1
对度假城,1
度假城镇,1
假城镇房,1
城镇房子,1
镇房子需,1
房子需求,1
子需求的,1
需求的增,1
求的增长,1
的增长显,1
增长显示,1
长显示了,1
显示了新,1
示了新冠,1
疫情对购,1
情对购房,1
对购房者,1
购房者优,1
房者优先,1
者优先选,1
优先选项,1
先选项的,1
选项的影,1
项的影响,1
大多数新,1
多数新冠,1
数新冠病,1
冠病毒患,1
病毒患者,1
毒患者的,1
患者的病,1
者的病情,1
的病情短,1
病情短暂,1
情短暂而,1
短暂而轻,1
暂而轻微,1
但有的患,1
有的患者,1
的患者则,1
患者则苦,1
者则苦苦,1
则苦苦挣,1
他们要经,1
们要经历,1
要经历持,1
经历持续,1
历持续数,1
持续数月,1
续数月的,1
数月的疲,1
月的疲劳,1
疼痛和呼,1
痛和呼吸,1
和呼吸困,1
呼吸困难,1
吸困难等,1
困难等症,1
难等症状,1
有的人至,1
的人至少,1
人至少有,1
至少有一,1
少有一种,1
有一种症,1
一种症状,1
而一半以,1
一半以上,1
半以上的,1
以上的人,1
上的人仍,1
的人仍感,1
人仍感疲,1
仍感疲劳,1
与去年发,1
去年发布,1
年发布的,1
发布的智,1
布的智能,1
能手机相,1
手机相比,1
的外观有,1
外观有所,1
观有所改,1
有所改变,1
从曲线圆,1
曲线圆角,1
线圆角设,1
圆角设计,1
角设计转,1
设计转向,1
计转向类,1
转向类似,1
向类似于,1
类似于的,1
似于的更,1
于的更扁,1
的更扁平,1
更扁平边,1
扁平边框,1
由于熟悉,1
于熟悉网,1
熟悉网络,1
悉网络的,1
网络的人,1
络的人不,1
的人不多,1
库克努力,1
克努力解,1
努力解释,1
力解释了,1
解释了为,1
释了为什,1
了为什么,1
为什么技,1
什么技术,1
么技术将,1
技术将改,1
术将改善,1
将改善用,1
改善用户,1
善用户体,1
用户体验,1
今天是新,1
天是新纪,1
是新纪元,1
新纪元的,1
纪元的开,1
元的开始,1
本一名游,1
一名游客,1
名游客因,1
游客因新,1
客因新冠,1
因新冠疫,1
冠疫情自,1
疫情自月,1
情自月中,1
自月中以,1
月中以来,1
中以来就,1
以来就一,1
来就一直,1
就一直困,1
一直困在,1
直困在秘,1
困在秘鲁,1
在秘鲁马,1
秘鲁马丘,1
鲁马丘比,1
丘比丘附,1
比丘附近,1
丘附近的,1
附近的小,1
近的小镇,1
在等了快,1
等了快个,1
了快个月,1
快个月之,1
个月之后,1
上周末这,1
周末这名,1
末这名原,1
这名原本,1
名原本计,1
原本计划,1
本计划在,1
计划在秘,1
划在秘鲁,1
在秘鲁待,1
秘鲁待天,1
鲁待天的,1
待天的游,1
天的游客,1
的游客终,1
游客终于,1
客终于进,1
终于进入,1
于进入这,1
进入这座,1
入这座多,1
这座多年,1
座多年前,1
多年前建,1
年前建造,1
前建造的,1
建造的印,1
造的印加,1
的印加古,1
印加古城,1
加古城遗,1
古城遗址,1
成为个月,1
为个月来,1
个月来第,1
月来第一,1
来第一位,1
第一位访,1
一位访客,1
丘比丘的,1
比丘的石,1
丘的石造,1
的石造遗,1
石造遗址,1
造遗址将,1
遗址将在,1
址将在月,1
将在月重,1
在月重新,1
月重新对,1
重新对国,1
新对国内,1
对国内外,1
国内外游,1
内外游客,1
外游客开,1
游客开放,1
湯水料理,1
水料理苦,1
料理苦瓜,1
理苦瓜雞,1
苦瓜雞湯,1
前路仍漫,1
路仍漫漫,1
多国央行,1
国央行开,1
央行开展,1
行开展数,1
开展数字,1
展数字货,1
字货币试,1
货币试点,1
表明技术,1
明技术体,1
技术体系,1
术体系已,1
体系已基,1
系已基本,1
已基本成,1
基本成熟,1
货币的大,1
币的大规,1
的大规模,1
大规模运,1
规模运用,1
模运用是,1
运用是否,1
用是否做,1
是否做好,1
否做好准,1
做好准备,1
传统货币,1
统货币进,1
货币进化,1
币进化到,1
进化到数,1
化到数字,1
到数字货,1
货币的道,1
币的道路,1
的道路仍,1
道路仍很,1
路仍很漫,1
仍很漫长,1
从财务方,1
财务方面,1
务方面来,1
方面来讲,1
这笔交易,1
笔交易一,1
交易一旦,1
易一旦完,1
一旦完成,1
将立即改,1
立即改善,1
即改善公,1
改善公司,1
善公司的,1
公司的利,1
司的利润,1
利润和现,1
润和现金,1
和现金生,1
现金生成,1
金生成能,1
生成能力,1
此举还可,1
举还可能,1
还可能有,1
可能有助,1
能有助于,1
有助于在,1
助于在未,1
于在未来,1
未来几年,1
来几年实,1
几年实现,1
年实现年,1
实现年度,1
现年度收,1
年度收入,1
度收入增,1
收入增长,1
入增长的,1
增长的目,1
长的目标,1
住在纽约,1
在纽约曼,1
