2gram,count
日本,86
中国,66
新冠,64
疫情,62
疫苗,46
美国,45
公司,42
冠疫,37
企业,32
全球,29
半导,27
导体,27
市场,26
美元,26
可能,24
生产,24
经济,23
影响,23
投资,21
年的,21
什么,20
表示,20
增长,19
超过,19
病毒,18
价格,18
他们,17
成为,17
汽车,17
利润,16
这些,16
没有,16
认为,16
达到,16
我们,15
需求,15
国的,15
已经,15
德国,14
冠病,14
今年,14
交易,14
世界,14
数据,14
该公,14
在中,14
苹果,14
一个,14
出现,13
消费,13
增加,13
通过,13
研究,13
技术,13
计划,13
精选,13
研发,13
丰田,13
出口,13
开始,12
亿美,12
这一,12
显示,12
数字,12
人数,12
问题,12
国家,12
材料,12
货币,11
如果,11
时间,11
一些,11
人民,11
的人,11
智能,11
很多,11
的新,11
的一,11
制造,11
人士,11
其他,11
新高,11
付费,11
费精,11
复苏,11
存在,10
如何,10
资者,10
民币,10
一种,10
手机,10
部件,10
获得,10
台湾,10
感染,10
现在,10
可以,10
上市,10
了一,10
领域,10
销售,10
设备,10
目前,10
本的,10
特斯,10
斯拉,10
股票,10
死亡,9
周热,9
者的,9
症状,9
由于,9
持续,9
发生,9
学家,9
人们,9
以来,9
是否,9
实现,9
开发,9
需要,9
政府,9
进行,9
不过,9
是一,9
创新,9
份额,9
海外,9
分析,9
这是,9
电池,9
自己,8
对于,8
疾病,8
关系,8
这种,8
科学,8
消息,8
们的,8
来说,8
日元,8
月日,8
许多,8
电子,8
服务,8
提高,8
工作,8
以及,8
市值,8
业务,8
带来,8
东京,8
提供,8
地震,8
国大,7
无法,7
类似,7
不同,7
提出,7
上升,7
未来,7
就是,7
导致,7
规模,7
原因,7
地区,7
有的,7
能手,7
上周,7
收入,7
发现,7
重要,7
科技,7
中美,7
来自,7
措施,7
安全,7
的最,7
政治,7
有效,7
业的,7
竞争,7
的成,7
上涨,7
减少,7
国企,7
的疫,7
自动,7
纪录,7
到了,7
大的,7
中心,7
视频,7
使用,7
全部,7
的股,7
应用,7
部分,7
接种,7
零部,7
下跌,7
大陆,7
阿里,6
健康,6
关键,6
一名,6
这个,6
融资,6
个月,6
本周,6
热读,6
有可,6
进入,6
系统,6
银行,6
季度,6
第一,6
因为,6
集装,6
装箱,6
最近,6
以上,6
上的,6
发布,6
国内,6
方面,6
的利,6
供应,6
国人,6
正在,6
成功,6
的时,6
个人,6
辉瑞,6
风险,6
口罩,6
亿日,6
场的,6
在日,6
主要,6
苗的,6
试验,6
本国,6
帮助,6
最大,6
一场,6
等的,6
情况,6
预测,6
计算,6
各国,6
台积,6
积电,6
结果,6
的日,6
年来,6
股价,6
情人,6
黄金,6
希望,6
厂商,6
新增,6
二氧,6
氧化,6
化碳,6
利用,6
产品,6
不断,6
万人,6
涨价,6
亚洲,6
优衣,6
衣库,6
在新,6
首次,6
养殖,6
金枪,6
枪鱼,6
特朗,5
朗普,5
信息,5
大选,5
虽然,5
不是,5
医生,5
的情,5
为什,5
好的,5
肺炎,5
期间,5
基本,5
前的,5
不会,5
集团,5
费者,5
第二,5
受到,5
很大,5
表明,5
越来,5
来越,5
币的,5
年轻,5
的影,5
患者,5
去年,5
一直,5
之后,5
一位,5
准备,5
司的,5
的目,5
目标,5
稀土,5
如此,5
是日,5
的是,5
面向,5
餐饮,5
国经,5
金融,5
之前,5
行了,5
也有,5
能会,5
宣布,5
到年,5
过了,5
所有,5
机器,5
是什,5
净利,5
同比,5
有人,5
关注,5
约合,5
合人,5
发电,5
国际,5
被认,5
里巴,5
巴巴,5
应该,5
合作,5
国和,5
下一,5
流行,5
据中,5
整体,5
强劲,5
进口,5
游戏,5
的全,5
在上,5
下了,5
知情,5
士透,5
透露,5
看到,5
意味,5
味着,5
请求,5
价值,5
推动,5
成本,5
行业,5
品的,5
一代,5
大利,5
的生,5
短缺,5
域的,5
另一,5
预计,5
长期,5
接触,5
屏幕,5
散户,5
基金,5
的地,5
鳗鱼,5
余震,5
推特,4
在的,4
自由,4
背后,4
有什,4
于年,4
的事,4
都是,4
免疫,4
最好,4
食品,4
的关,4
因此,4
来几,4
监管,4
严重,4
大幅,4
程度,4
运输,4
在一,4
下降,4
还有,4
城市,4
子的,4
了新,4
至少,4
相比,4
设计,4
库克,4
元的,4
游客,4
划在,4
终于,4
字货,4
润率,4
几年,4
年度,4
的公,4
建立,4
意识,4
京都,4
外国,4
首位,4
发的,4
机场,4
多人,4
为了,4
新加,4
加坡,4
检测,4
对这,4
被称,4
称为,4
比较,4
在全,4
最多,4
无人,4
人机,4
的风,4
指出,4
用于,4
有关,4
活动,4
回顾,4
普通,4
高的,4
理论,4
必须,4
到万,4
业利,4
营业,4
万亿,4
的原,4
相关,4
大涨,4
的价,4
上年,4
跃居,4
光伏,4
周三,4
此前,4
的研,4
联合,4
定价,4
动驾,4
驾驶,4
截至,4
至月,4
贸易,4
生存,4
力争,4
战略,4
量化,4
如今,4
在不,4
析师,4
的销,4
为一,4
通常,4
的出,4
心的,4
能是,4
连续,4
其中,4
能够,4
继续,4
不可,4
还是,4
富岳,4
的美,4
一步,4
功率,4
的需,4
应对,4
表现,4
同时,4
柿子,4
医疗,4
资金,4
比年,4
年全,4
巨头,4
这款,4
华尔,4
尔街,4
让人,4
回收,4
售额,4
推出,4
的优,4
的航,4
结构,4
股闻,4
闻天,4
天下,4
封装,4
最新,4
日新,4
在东,4
亡人,4
债券,4
采用,4
不再,4
三菱,4
发展,4
金属,4
比特,4
特币,4
工业,4
广泛,4
作为,4
为主,4
上海,4
并非,4
卡拉,4
爆发,4
迅速,4
供给,4
是对,4
留下,4
调查,4
情下,4
体设,4
情的,4
况下,4
后的,4
体的,4
燃料,4
霹雳,4
雳舞,4
澳大,4
利亚,4
要求,4
年代,4
非洲,4
业家,4
到亿,4
走势,4
的基,4
账户,4
链接,4
微软,4
力的,4
产线,4
当地,4
学习,4
原木,4
拆解,4
品牌,4
在推,3
特上,3
上发,3
披萨,3
很好,3
不少,3
们如,3
己的,3
接受,3
每周,3
引发,3
炎疫,3
情期,3
世纪,3
卫生,3
但是,3
沉重,3
重的,3
利率,3
机构,3
发出,3
的做,3
做法,3
根据,3
传播,3
状和,3
飞沫,3
危险,3
损失,3
冲击,3
变化,3
为疫,3
航空,3
越多,3
从中,3
升值,3
面临,3
因素,3
速度,3
有望,3
默克,3
克尔,3
机会,3
房子,3
情对,3
经历,3
月的,3
有所,3
改变,3
网络,3
不多,3
解释,3
改善,3
用户,3
户体,3
是新,3
附近,3
造的,3
在月,3
开展,3
体系,3
的大,3
完成,3
能力,3
此举,3
在未,3
纽约,3
唐人,3
人街,3
核心,3
区的,3
华人,3
下的,3
的稀,3
资源,3
垄断,3
产业,3
产的,3
随着,3
着中,3
美关,3
恶化,3
移动,3
的发,3
潜力,3
饮店,3
协议,3
更多,3
的对,3
对象,3
包括,3
人气,3
歌手,3
或者,3
令人,3
采取,3
时候,3
有没,3
容量,3
是为,3
觉得,3
之间,3
防疫,3
探索,3
追踪,3
全民,3
尽管,3
遭遇,3
危机,3
好消,3
国总,3
公布,3
一消,3
在大,3
并没,3
过去,3
会让,3
佩戴,3
获批,3
年内,3
球最,3
年底,3
的无,3
而且,3
批评,3
收集,3
设施,3
和数,3
病例,3
仍然,3
的供,3
加工,3
当然,3
一周,3
印机,3
来的,3
降低,3
销量,3
量达,3
累计,3
一段,3
人认,3
染新,3
产生,3
抗体,3
运营,3
的营,3
约万,3
国产,3
比上,3
约成,3
丰收,3
作用,3
风电,3
在年,3
球份,3
订单,3
业在,3
临床,3
床试,3
反应,3
媒体,3
加快,3
级自,3
将投,3
认可,3
功能,3
得了,3
现了,3
成交,3
交额,3
对华,3
不能,3
联系,3
和美,3
情让,3
可持,3
一年,3
欧盟,3
供货,3
传染,3
出货,3
的服,3
务器,3
放缓,3
可爱,3
爱的,3
已成,3
喜欢,3
立的,3
行的,3
超算,3
进一,3
类消,3
作的,3
款疫,3
结论,3
完全,3
界第,3
制品,3
品消,3
登陆,3
情正,3
现出,3
也是,3
球的,3
员工,3
年月,3
实施,3
两次,3
他说,3
事情,3
在发,3
趋势,3
香港,3
和其,3
全年,3
创下,3
电商,3
跌至,3
街日,3
日报,3
谷歌,3
平台,3
台上,3
广告,3
器人,3
金回,3
收量,3
量的,3
创出,3
电脑,3
芯片,3
中日,3
这项,3
打造,3
们是,3
是不,3
这样,3
支持,3
造业,3
的复,3
先进,3
以外,3
三星,3
英特,3
特尔,3
视为,3
之一,3
单日,3
增感,3
出新,3
多地,3
越南,3
不仅,3
控制,3
基地,3
流感,3
发病,3
封锁,3
造成,3
越大,3
阿斯,3
斯利,3
利康,3
相继,3
排放,3
物的,3
的技,3
发行,3
国在,3
巨大,3
麒麟,3
旗下,3
多的,3
的企,3
国集,3
冠肺,3
为全,3
球疫,3
期待,3
多少,3
采购,3
是有,3
了很,3
会不,3
新一,3
社评,3
或许,3
为世,3
从未,3
总市,3
指数,3
小米,3
华为,3
热带,3
带鱼,3
在疫,3
运费,3
东南,3
南亚,3
的运,3
亚的,3
的结,3
提升,3
织机,3
制冷,3
个重,3
重点,3
国市,3
于日,3
担心,3
接近,3
人类,3
的重,3
突破,3
模拟,3
拉店,3
算的,3
透明,3
唱歌,3
情爆,3
地缘,3
缘政,3
纤维,3
期的,3
会有,3
扩大,3
办公,3
居家,3
机的,3
用的,3
大学,3
的不,3
它们,3
万元,3
国因,3
美联,3
以看,3
年以,3
它也,3
预期,3
对中,3
韩企,3
家的,3
亚马,3
马逊,3
停电,3
心理,3
社交,3
平均,3
只是,3
押注,3
富翁,3
评了,3
出的,3
警告,3
场分,3
字化,3
能否,3
易所,3
现有,3
实力,3
还将,3
设置,3
能源,3
中的,3
本原,3
历史,3
鱼苗,3
的养,3
鱼的,3
售价,3
周四,3
日企,3
该领,3
太空,3
停产,3
混改,3
海航,3
有了,3
尼安,3
安德,3
缩短,3
大地,3
上野,3
野公,3
公园,3
蝴蝶,3
猫咪,3
小时,3
三国,3
虚假,2
不存,2
言论,2
论自,2
餐馆,2
朋友,2
一笔,2
后有,2
是很,2
好吃,2
情使,2
始更,2
地面,2
处理,2
谈到,2
一切,2
美好,2
色的,2
似的,2
英国,2
维持,2
疫力,2
同的,2
保护,2
生命,2
代价,2
资规,2
定的,2
的收,2
一次,2
股市,2
泡沫,2
的终,2
终结,2
几周,2
几个,2
阿胡,2
胡贾,2
播者,2
无症,2
者不,2
但我,2
更加,2
小的,2
呼吸,2
的更,2
致更,2
更严,2
的疾,2
者和,2
业开,2
贷款,2
这几,2
几家,2
家公,2
总计,2
拨备,2
覆盖,2
大冲,2
年第,2
度大,2
生了,2
空运,2
限制,2
的快,2
能持,2
短期,2
期内,2
币兑,2
兑美,2
元仍,2
压力,2
多种,2
素之,2
之下,2
或将,2
波动,2
轻人,2
不要,2
加了,2
有机,2
济学,2
近人,2
们对,2
郊区,2
的增,2
长显,2
示了,2
大多,2
多数,2
病情,2
轻微,2
但有,2
苦苦,2
苦挣,2
挣扎,2
疲劳,2
等症,2
究显,2
一半,2
的智,2
的外,2
转向,2
于的,2
努力,2
释了,2
将改,2
今天,2
本一,2
因新,2
月中,2
在秘,2
秘鲁,2
马丘,2
丘比,2
比丘,2
的小,2
等了,2
这名,2
本计,2
多年,2
年前,2
建造,2
遗址,2
来第,2
将在,2
路仍,2
多国,2
央行,2
试点,2
大规,2
用是,2
做好,2
道路,2
易一,2
还可,2
有助,2
助于,2
年实,2
长的,2
曼哈,2
哈顿,2
顿唐,2
的华,2
到最,2
秒懂,2
断了,2
土产,2
西方,2
立新,2
应链,2
二维,2
维码,2
工程,2
程师,2
当年,2
所在,2
到这,2
存储,2
方式,2
都府,2
创业,2
业签,2
签证,2
签署,2
新协,2
得更,2
议的,2
斯等,2
一座,2
人担,2
担忧,2
和最,2
阶段,2
有必,2
必要,2
之日,2
国疫,2
选重,2
重温,2
咖啡,2
大中,2
几乎,2
和大,2
便宜,2
花了,2
反而,2
的防,2
基于,2
的可,2
隐私,2
无一,2
保障,2
也在,2
在探,2
百年,2
遇的,2
蒙受,2
的金,2
眼里,2
总统,2
川普,2
看来,2
布这,2
息的,2
质疑,2
其有,2
仔细,2
那么,2
人也,2
选举,2
了吗,2
近视,2
过程,2
程中,2
角膜,2
形眼,2
眼镜,2
最终,2
失明,2
只要,2
国辉,2
苗有,2
效性,2
性超,2
内在,2
多制,2
万剂,2
亿剂,2
国制,2
大疆,2
人表,2
些无,2
基础,2
础设,2
激增,2
再度,2
工食,2
打印,2
台机,2
出来,2
第三,2
论认,2
称的,2
而不,2
益者,2
热门,2
月净,2
万台,2
飞行,2
怀念,2
飞机,2
对我,2
快的,2
注的,2
再次,2
续多,2
多久,2
本三,2
三大,2
营商,2
现高,2
是三,2
今后,2
的压,2
本价,2
葱的,2
国风,2
发起,2
电机,2
曾在,2
额首,2
欧洲,2
超越,2
等地,2
也可,2
那样,2
席卷,2
巴西,2
名志,2
志愿,2
愿者,2
不良,2
暂停,2
死于,2
究所,2
负责,2
无关,2
又将,2
将如,2
何生,2
本田,2
投入,2
在高,2
高速,2
速公,2
公路,2
发售,2
当天,2
总成,2
额达,2
录的,2
亿元,2
年将,2
将其,2
购物,2
的总,2
本前,2
前外,2
外务,2
务次,2
次官,2
态度,2
不变,2
在安,2
紧密,2
国是,2
本最,2
绝对,2
对立,2
田在,2
夹缝,2
是世,2
两大,2
大汽,2
展开,2
外交,2
苦心,2
化投,2
欢迎,2
的量,2
策略,2
都在,2
同程,2
度上,2
已与,2
国生,2
强调,2
西欧,2
在华,2
华销,2
空间,2
此外,2
拉动,2
售增,2
家一,2
直在,2
种疾,2
具有,2
前从,2
从来,2
球半,2
货面,2
面积,2
向数,2
加上,2
存的,2
比减,2
这可,2
数增,2
的制,2
旅游,2
游业,2
在有,2
爱彼,2
彼迎,2
命运,2
司已,2
受益,2
独立,2
业中,2
恢复,2
推进,2
即将,2
将进,2
况对,2
司来,2
可预,2
但最,2
是可,2
界最,2
最快,2
每秒,2
秒京,2
为亿,2
次的,2
的计,2
高了,2
与第,2
第位,2
距离,2
排在,2
费强,2
苗宣,2
布成,2
又一,2
一款,2
周一,2
一表,2
一项,2
得出,2
在使,2
国对,2
近年,2
人口,2
的国,2
家现,2
二大,2
费国,2
界大,2
大量,2
业等,2
平息,2
之所,2
所以,2
以能,2
推广,2
新开,2
要将,2
固定,2
定薪,2
薪酬,2
自年,2
在台,2
的年,2
人才,2
防止,2
他出,2
的症,2
同一,2
了四,2
的检,2
次呈,2
到目,2
前为,2
为止,2
本金,2
风景,2
中文,2
特约,2
点心,2
女性,2
现上,2
据显,2
有多,2
过在,2
方的,2
筹集,2
论是,2
是上,2
数量,2
比增,2
主导,2
了这,2
集的,2
在这,2
望的,2
学者,2
到的,2
禁止,2
在其,2
避免,2
感到,2
手术,2
的四,2
人等,2
构成,2
将于,2
年在,2
欧美,2
金价,2
状况,2
有很,2
大影,2
则在,2
在金,2
背景,2
造商,2
财季,2
额创,2
情带,2
带动,2
脑和,2
大型,2
日益,2
普及,2
三表,2
出这,2
做的,2
破坏,2
了该,2
发者,2
人在,2
约的,2
圣诞,2
的猫,2
身体,2
是大,2
代表,2
年新,2
阻碍,2
航运,2
富裕,2
动下,2
劲的,2
量产,2
进封,2
领导,2
商的,2
战场,2
除了,2
了台,2
体制,2
对抗,2
首超,2
记者,2
为有,2
东盟,2
一家,2
名义,2
过新,2
仅是,2
易摩,2
摩擦,2
但也,2
为美,2
冠抗,2
抗疫,2
每年,2
年要,2
感死,2
与其,2
越是,2
成的,2
格较,2
等各,2
零排,2
始研,2
用二,2
重量,2
沙特,2
一般,2
用美,2
元结,2
结算,2
地位,2
是美,2
菱制,2
制纸,2
提振,2
与日,2
啤酒,2
断提,2
峰会,2
华纳,2
纳兄,2
兄弟,2
神奇,2
奇女,2
女侠,2
首映,2
不打,2
订阅,2
外收,2
片的,2
的首,2
家和,2
了解,2
的整,2
整理,2
奢侈,2
侈品,2
的富,2
绝缘,2
缘膜,2
可将,2
的比,2
任何,2
于全,2
阿根,2
根廷,2
在球,2
球场,2
场上,2
他是,2
冠军,2
让我,2
们一,2
他的,2
苏格,2
格兰,2
用品,2
停止,2
乐观,2
升至,2
但疫,2
对经,2
济的,2
要到,2
年春,2
润增,2
居第,2
的热,2
中大,2
鱼约,2
币元,2
价约,2
涨至,2
发往,2
向美,2
集中,2
在美,2
箱船,2
强势,2
掩盖,2
构性,2
性问,2
要素,2
大国,2
田织,2
